amount,sender_name,sender_ref
5,"Reiche, Carl Jobst August von",https://d-nb.info/gnd/1075221676
5,"Bayer, Adolphe de",https://d-nb.info/gnd/1072790432
5,"Zuihlius, Gerhardus",https://d-nb.info/gnd/120702274
5,"Ridinger, Martin Elias",https://d-nb.info/gnd/132146479
5,"Cramer, August Heinrich",https://d-nb.info/gnd/1112041710
5,"Simon, Ferdinand",https://d-nb.info/gnd/1070041173
5,"Curione, Celio Secondo",https://d-nb.info/gnd/10407440X
5,Gottlieb Ernst August Mehmel,https://d-nb.info/gnd/117002771
5,"Schnabel, Georg Bartholomäus",https://d-nb.info/gnd/1112086129
5,"Taube, Johann Daniel",https://d-nb.info/gnd/139746110
5,Johannes Haner,https://d-nb.info/gnd/128676418
5,Johann Gropper,https://d-nb.info/gnd/118542451
5,"Rzehaczek, Karl",https://d-nb.info/gnd/1028970102
5,"Schloß, Max",https://d-nb.info/gnd/117330019
5,Wolf Balthasar Adolph von Steinwehr,https://d-nb.info/gnd/141712147
5,"Delestre-Poirson, Charles-Gaspard",https://d-nb.info/gnd/121685578
5,Joseph Friedrich von Retzer,https://d-nb.info/gnd/116450223
5,"Klingemann, August",https://d-nb.info/gnd/118563300
5,"Simrock, Peter Joseph",https://d-nb.info/gnd/117399477
5,Christian Wilhelm Ahlwardt,https://d-nb.info/gnd/116257431
5,Christian Beyer,https://d-nb.info/gnd/12863460X
5,"Strauß, Lorenz",https://d-nb.info/gnd/117312207
5,"Weiss, Johann",https://d-nb.info/gnd/117290629
5,"Worm, Willum",https://d-nb.info/gnd/104068922
5,Otto Beckmann,https://d-nb.info/gnd/128644796
5,"Grell, August Eduard",https://d-nb.info/gnd/118542001
5,"Lilienthal, Michael",https://d-nb.info/gnd/117006181
5,"Kingsbury, Parbury and Allen (1822-1827)",https://d-nb.info/gnd/1187975575
5,"Taube, Ludwig Graf von",https://d-nb.info/gnd/1031546774
5,Fürst Christian I. von Anhalt-Bernburg,https://d-nb.info/gnd/119118416
5,Johannes Metzler der Jüngere,https://d-nb.info/gnd/120719800
5,"Haslinger, Tobias",https://d-nb.info/gnd/118546643
5,"Eberhard, Conrad Hieronymus",https://d-nb.info/gnd/116323469
5,"Tiarks, Johann Ludwig",https://d-nb.info/gnd/117374571
5,Ulrich von Hutten,https://d-nb.info/gnd/118555049
5,"Neander, Michael",https://d-nb.info/gnd/116901675
5,Gf. Christoph von Oldenburg,https://d-nb.info/gnd/118736191
5,Friedrich Wilhelm Weiskern,https://d-nb.info/gnd/121336794
5,Hz.in Sidonia von Braunschweig-Lüneburg,https://d-nb.info/gnd/121349098
5,"Dumas, Jean-Baptiste (von der Académie in Lyon?)",https://d-nb.info/gnd/100828051
5,Charles de Villers,https://d-nb.info/gnd/118627031
5,"Haessler, Louis",https://d-nb.info/gnd/116369086
5,Friedrich Christoph Förster,https://d-nb.info/gnd/100278043
5,"Scholz, Bernhard",https://d-nb.info/gnd/116902930
5,Heinrich von Gerstorff,https://d-nb.info/gnd/136100910
5,Christoph Wilhelm Hufeland,https://d-nb.info/gnd/118554514
5,"Carl Friedrich August, Herzog von Mecklenburg-Strelitz",https://d-nb.info/gnd/120815893
5,Johann Christian Gädicke (Gädike),https://d-nb.info/gnd/116333006
5,Kopfermann,https://d-nb.info/gnd/116338288
5,"Sinsteden, Michael Franz Severin",https://d-nb.info/gnd/1019631082
5,"Pruckner, Caroline",https://d-nb.info/gnd/116305630
5,"Svanberg, Gustav",https://d-nb.info/gnd/117383678
5,"Etlinger, Johann Leonhart",https://d-nb.info/gnd/102873925
5,"Hagendorn, Ehrenfried",https://d-nb.info/gnd/121596885
5,"Leipoldt, Johann Georg",https://d-nb.info/gnd/1114287563
5,Leo Koenigsberger,https://d-nb.info/gnd/116293802
5,Cornelis Bronsgeest,https://d-nb.info/gnd/116713852
5,August Gottlieb Meißner,https://d-nb.info/gnd/100308023
5,"Sloane, Hans",https://d-nb.info/gnd/118797638
5,"Hedio, Caspar",https://d-nb.info/gnd/118547615
5,"Reder, Anton",https://d-nb.info/gnd/116374454
5,Gottfried Thomasius,https://d-nb.info/gnd/117350249
5,"Heeren, Arnold",https://d-nb.info/gnd/174130457
5,Johann Carl Christian Fischer,https://d-nb.info/gnd/120855089
5,"Gauß, Johanna [geb. Osthoff]",https://d-nb.info/gnd/1072539489
5,Franz Karl Leopold von Seckendorf-Aberdar,https://d-nb.info/gnd/100272053
5,Johann Maximilian Lamberg,https://d-nb.info/gnd/118823795
5,"Jenisch, Paul",https://d-nb.info/gnd/119469804
5,"Fabricius, Johann Georg",https://d-nb.info/gnd/116370661
5,Karl Gotthold Lenz,https://d-nb.info/gnd/116915188
5,Karl von Kelle,https://d-nb.info/gnd/101325192X
5,Leonhard Meister,https://d-nb.info/gnd/100227627
5,"Koch, Johann Friedrich Wilhelm",https://d-nb.info/gnd/1119904560
5,Sarah Austin,https://d-nb.info/gnd/116215208
5,John Drolenvaux,https://d-nb.info/gnd/1073308790
5,"Candolle, Augustin-Pyrame de",https://d-nb.info/gnd/116442921
5,"Mosengeil, Friedrich",https://d-nb.info/gnd/116936649
5,"Malsburg, Wilhelm von der",https://d-nb.info/gnd/1020108657
5,"Schlesinger, Moritz (Maurice) Adolph",https://d-nb.info/gnd/11732633X
5,"Schrön, Daniel Christian",https://d-nb.info/gnd/128499753
5,Justin Timotheus Balthasar Linde,https://d-nb.info/gnd/119095645
5,"Drescher, Emil",https://d-nb.info/gnd/116217170
5,"Visscher, Adolph",https://d-nb.info/gnd/1042806454
5,"Köhler, Heinrich Gottlieb",https://d-nb.info/gnd/100819141
5,Christian Christoph Forst,https://d-nb.info/gnd/143910949
5,Georg Melchior Mylius,https://d-nb.info/gnd/1119842085
5,"Aurifaber, Andreas",https://d-nb.info/gnd/116214856
5,"Zündelin, Wolfgang",https://d-nb.info/gnd/135931347
5,"Mangold, Wilhelm",https://d-nb.info/gnd/116730811
5,"Wilhelm I. König von, deutscher Kaiser Preußen",https://d-nb.info/gnd/118535978
5,"Friedrich Christoph Neubour (Neubauer, Neubu[h]r, Niebuhr, Niebaur)",https://d-nb.info/gnd/120884453
5,Johann George Scheffner,https://d-nb.info/gnd/118834134
5,"Ursinus, Georg Fr.",https://d-nb.info/gnd/117315508
5,"Kling, Melchior",https://d-nb.info/gnd/116228741
5,"Schaller, Isaac",https://d-nb.info/gnd/1103577077
5,Franz Joseph Gall,https://d-nb.info/gnd/118537245
5,"Schenck, Jakob",https://d-nb.info/gnd/100332269
5,"Widmann, Joseph Victor",https://d-nb.info/gnd/118632302
5,"Eichhorn, Georg",https://d-nb.info/gnd/1073430057
5,August Ferdinand Naeke,https://d-nb.info/gnd/104274182
5,Michael Richey,https://d-nb.info/gnd/116509465
5,"Moeren, Johann Theodor",https://d-nb.info/gnd/129807281
5,"Schurig, Volkmar",https://d-nb.info/gnd/117316024
5,"Mädler, Johann Heinrich",https://d-nb.info/gnd/118761439
5,"Rhumel, Johann Conrad",https://d-nb.info/gnd/120888408
5,Friedrich von Gentz,https://d-nb.info/gnd/118538489
5,Robert von Mendelssohn,https://d-nb.info/gnd/116880988
5,Georg Zoëga,https://d-nb.info/gnd/117009229
5,Christian Fürchtegott Gellert,https://d-nb.info/gnd/118538322
5,"Picard, Louis-Benoît",https://d-nb.info/gnd/100234526
5,"Monau, Jacob",https://d-nb.info/gnd/117125660
5,Valentin von Teutleben,https://d-nb.info/gnd/104078014
5,Franz Joseph I.,https://d-nb.info/gnd/118535013
4,"Leroy de Bacre, Alexandre Joseph",https://d-nb.info/gnd/1157583768
4,"Leisner, Carl Christian",https://d-nb.info/gnd/120150093
4,"Maier, Julius Josef",https://d-nb.info/gnd/116687991
4,Daniel Gottlieb Metzler,https://d-nb.info/gnd/104226617
4,Rat zu Zwickau,https://d-nb.info/gnd/4068262-6
4,Carl Gottlieb Ehler,https://d-nb.info/gnd/104061278
4,Wilhelmine Spall,https://d-nb.info/gnd/1019720719
4,"Castro, Pedro de",https://d-nb.info/gnd/120143801
4,"Johann Christoph Colerus (Cöler, Köhler)",https://d-nb.info/gnd/116636793
4,"Matthiessen, Erhard Adolph",https://d-nb.info/gnd/104225750
4,Karl Eduard Schmidt(-Lötzen),https://d-nb.info/gnd/104086793
4,"Will, Georg Andreas",https://d-nb.info/gnd/117580724
4,"Lochner, Michael Friedrich",https://d-nb.info/gnd/104225033
4,Rolf Nürnberg,https://d-nb.info/gnd/117070297
4,"Gundelsheimer, Andreas",https://d-nb.info/gnd/122985575
4,Karl Schütz,https://d-nb.info/gnd/117141097
4,Karl August Reimer,https://d-nb.info/gnd/116444541
4,"Herel, Johann Friedrich",https://d-nb.info/gnd/115813047
4,"Cranmer, Thomas",https://d-nb.info/gnd/118670468
4,"Koller, Marian",https://d-nb.info/gnd/120902370
4,"Dirksen, Enno Heeren",https://d-nb.info/gnd/117645524
4,Michael Kosmeli,https://d-nb.info/gnd/116343125
4,Johann Gottfried Ludwig Kosegarten,https://d-nb.info/gnd/116342463
4,"Gall, Ferdinand von",https://d-nb.info/gnd/116357754
4,"Dollfus, Johann Georg",https://d-nb.info/gnd/115795162
4,Wolfgang von Zweibrücken,https://d-nb.info/gnd/101953399
4,"Buddeus, Johann Philipp",https://d-nb.info/gnd/103140506
4,"Vorstius, Aelius Everardus",https://d-nb.info/gnd/100689426
4,Tobias Pfanner,https://d-nb.info/gnd/122898435
4,Johannes Reuchlin,https://d-nb.info/gnd/118744658
4,"Busch, August Ludwig",https://d-nb.info/gnd/117642371
4,Gabriel Hürner,https://d-nb.info/gnd/1023236745
4,Ludwig Roentgen,https://d-nb.info/gnd/11658372X
4,"Schleger, Theodor August",https://d-nb.info/gnd/117321605
4,François Gérard,https://d-nb.info/gnd/119284936
4,"Krafft-Ebing, Richard",https://d-nb.info/gnd/118715399
4,"Salm-Reifferscheidt-Krautheim, Maria Anna Dorothea, geb. Fürstin Galitzin",https://d-nb.info/gnd/1203220200
4,"Genlis, Stéphanie Félicité du Crest de Saint-Aubin, comtesse de",https://d-nb.info/gnd/118716816
4,Louise Brachmann,https://d-nb.info/gnd/116384697
4,Georg Ernst Reimer,https://d-nb.info/gnd/116444657
4,Christoph von Werthern,https://d-nb.info/gnd/142169625
4,"Carl, Johann Samuel",https://d-nb.info/gnd/116452579
4,"Haller von Hallerstein, Johann Joachim",https://d-nb.info/gnd/116412402
4,"Ella, John",https://d-nb.info/gnd/116451033
4,"Ludolf, Michael Matthias",https://d-nb.info/gnd/104222824
4,"Muhlius, Benedikt",https://d-nb.info/gnd/11760996X
4,Nicolaus Kelz,https://d-nb.info/gnd/1024110869
4,Johann Kaspar Hirzel,https://d-nb.info/gnd/119020890
4,Johann Samuel Müller,https://d-nb.info/gnd/117596450
4,Johann Christian Ehrmann,https://d-nb.info/gnd/116409525
4,"Strebel, Johann Samuel",https://d-nb.info/gnd/115461574
4,"Walther, Augustin Friedrich",https://d-nb.info/gnd/100667430
4,"Oelhafen von Schöllenbach, Johann Christoph",https://d-nb.info/gnd/121119424
4,"Brandenburg, Ferdinand",https://d-nb.info/gnd/116397187
4,"Tappert, Wilhelm?",https://d-nb.info/gnd/117201731
4,"Vergerio, Pietro Paolo",https://d-nb.info/gnd/118768077
4,"Reichard, Christian Gottlieb",https://d-nb.info/gnd/116397284
4,"Verhaeren, Emile",https://d-nb.info/gnd/118768085
4,Georges Baron Cuvier,https://d-nb.info/gnd/118677578
4,"Reichelt, Julius",https://d-nb.info/gnd/116398345
4,"Moscheles, Charlotte",https://d-nb.info/gnd/119011069
4,Rat zu Nürnberg,https://d-nb.info/gnd/4042742-0
4,Thomas Adam Wieland,https://d-nb.info/gnd/121093107
4,"Schlösser, Louis",https://d-nb.info/gnd/117329657
4,Fritz von Farenheid,https://d-nb.info/gnd/116408626
4,"Mortimer, Cromwell",https://d-nb.info/gnd/123319692
4,"Kurz, Heinrich",https://d-nb.info/gnd/100816703
4,Johann Friedrich August Tischbein,https://d-nb.info/gnd/119010186
4,"Heumann von Teutschenbrunn, Johann",https://d-nb.info/gnd/116782528
4,Adolph Wagner,https://d-nb.info/gnd/117096261
4,"Friderici, Johann Arnold",https://d-nb.info/gnd/11536062X
4,Johanna Katharina Sibylla Schlosser,https://d-nb.info/gnd/116381256
4,"Valant, Joseph-Honoré",https://d-nb.info/gnd/121210200
4,"Burnouf, Jean-Louis",https://d-nb.info/gnd/117175315
4,"Ebner-Eschenbach, Moritz von",https://d-nb.info/gnd/119173050
4,"Gauß, Therese",https://d-nb.info/gnd/137181183
4,"Münchhausen, Börries von",https://d-nb.info/gnd/118785273
4,"Göchhausen, Emil",https://d-nb.info/gnd/116699043
4,"Trotti-Mosti, Ercole",https://d-nb.info/gnd/1052516963
4,"Garcia, Manuel",https://d-nb.info/gnd/116421029
4,Melchior von Kreutz zu Freyburg,https://d-nb.info/gnd/137196520
4,Carl Christian Schramm,https://d-nb.info/gnd/115218521
4,"Reinbeck, Georg",https://d-nb.info/gnd/116415878
4,Karl Hartwig Gregor Freiherr von Meusebach,https://d-nb.info/gnd/118733230
4,"Flemming, Friedrich Ferdinand",https://d-nb.info/gnd/116613483
4,Carl Sigismund Kunth,https://d-nb.info/gnd/115674667
4,"Livius, Barham",https://d-nb.info/gnd/141202092
4,Friedrich (Frederik) Christian Carl Heinrich Münter,https://d-nb.info/gnd/118735098
4,"Schafhäutl, Karl Emil v.",https://d-nb.info/gnd/119167972
4,Jakob Christian Benjamin Mohr,https://d-nb.info/gnd/117091812
4,"Staehle, Hugo",https://d-nb.info/gnd/117202363
4,"Kuper, Henry",https://d-nb.info/gnd/116614218
4,"Schwarz, Christian Gottlieb",https://d-nb.info/gnd/115661069
4,Franz Strauß,https://d-nb.info/gnd/117311901
4,"Bratsch, Johann Georg",https://d-nb.info/gnd/116414375
4,"Thiele, Eduard",https://d-nb.info/gnd/117335614
4,Herzogin Helene von Orleans,https://d-nb.info/gnd/101930992
4,Dr. Günderrode,https://d-nb.info/gnd/136152228
4,"Blum, Hans",https://d-nb.info/gnd/116207388
4,Adélaïde de Staël-Holstein,https://d-nb.info/gnd/1019724137
4,Giuseppe Acerbi,https://d-nb.info/gnd/119372843
4,"Rubiger, Johannes",https://d-nb.info/gnd/11981109X
4,"Weber, Nicolaus",https://d-nb.info/gnd/135936705
4,"Bording, Jakob",https://d-nb.info/gnd/116248424
4,"Wenigmann, Fritz",https://d-nb.info/gnd/117286168
4,Wolf Tiefstädter,https://d-nb.info/gnd/133329771
4,"Kerbusch, Leo",https://d-nb.info/gnd/116131438
4,"La Fayette, Joseph du Motier, marquis de",https://d-nb.info/gnd/118725920
4,"Kellner, Carl",https://d-nb.info/gnd/11924022X
4,"Tomaschek, Karl",https://d-nb.info/gnd/117404322
4,Václav Vladivoi Tomek,https://d-nb.info/gnd/117404845
4,"Pfaundler von Hadermur, Leopold",https://d-nb.info/gnd/116143533
4,"Wohl, Jeanette",https://d-nb.info/gnd/117456829
4,Rat zu Eilenburg,https://d-nb.info/gnd/4235486-9
4,Ferdinand Dümmler,https://d-nb.info/gnd/116235632
4,"Stromer, Jacob Christoph",https://d-nb.info/gnd/101975947X
4,Anton Tucher,https://d-nb.info/gnd/104348038
4,"Houdetot, Frédéric d'",https://d-nb.info/gnd/1021163899
4,"Weinwurm, Rudolf",https://d-nb.info/gnd/118766325
4,"Vogler, Valentin Heinrich",https://d-nb.info/gnd/117466921
4,"Pötzl, Eduard",https://d-nb.info/gnd/116250305
4,Rudolf Schulz-Dornburg,https://d-nb.info/gnd/117256668
4,Jean Pierre Louis de La Roche du Maine Marquis de Luchet,https://d-nb.info/gnd/120528029
4,"Tittel, Paul",https://d-nb.info/gnd/117401331
4,Eduard dʼAlton,https://d-nb.info/gnd/119061341
4,"Ludwig, Ernst Karl Friedrich",https://d-nb.info/gnd/10426831X
4,Herzog Georg von Sachsen-Meiningen,https://d-nb.info/gnd/11910704X
4,"Weismann, Johann Friedrich",https://d-nb.info/gnd/142535672
4,"Genast, Eduard",https://d-nb.info/gnd/116540079
4,"Seydelmann, Carl",https://d-nb.info/gnd/117475599
4,Hz.in Elisabeth von Kalenberg,https://d-nb.info/gnd/118688626
4,Rektor [Benedikt Pauli],https://d-nb.info/gnd/119782138
4,"Bertuch, Carl",https://d-nb.info/gnd/116150254
4,"Müller, Karl Heinrich",https://d-nb.info/gnd/1209081016
4,"Gänsbacher, Josef",https://d-nb.info/gnd/116333278
4,"Müller, Carl Friedrich",https://d-nb.info/gnd/122058445
4,"Beurer, Christian Daniel",https://d-nb.info/gnd/1019805501
4,Christian Heinrich Wolke,https://d-nb.info/gnd/117432792
4,Johann Georg Heinrich Feder,https://d-nb.info/gnd/100796923
4,Johann Samuel Strimesius (Strimes),https://d-nb.info/gnd/121885623
4,"Hering, Karl Friedrich August",https://d-nb.info/gnd/116736151
4,"Frey, Michael",https://d-nb.info/gnd/1167358252
4,Jacques-Louis Manget,https://d-nb.info/gnd/121949346
4,Hz. Johann Wilhelm,https://d-nb.info/gnd/100863892
4,"Kleffel, Arno",https://d-nb.info/gnd/116210680
4,"Skraup, Zdenko Hans",https://d-nb.info/gnd/117425230
4,Ernst Friedrich Adam von Manteuffel,https://d-nb.info/gnd/116735589
4,Fürst Johann Casimir von Anhalt-Dessau,https://d-nb.info/gnd/100858457
4,"Káldy, Julius",https://d-nb.info/gnd/103908366
4,Heinrich Blümner,https://d-nb.info/gnd/116205814
4,Johann Heinrich Carl von Minutoli,https://d-nb.info/gnd/100791549
4,Johann August Adolph Schlegel,https://d-nb.info/gnd/138154856
4,"Kinderfreund, Carl Joseph",https://d-nb.info/gnd/116172118
4,Senior und Kapitel des Allerheiligenstifts zu Wittenberg,https://d-nb.info/gnd/4389935-3
4,"Wilskamp, Gerhard",https://d-nb.info/gnd/117412937
4,"Hottinger, Johann Heinrich",https://d-nb.info/gnd/104286547
4,"Bösigk, F. L. Dr.",https://d-nb.info/gnd/116225653
4,"Bader, C.",https://d-nb.info/gnd/135839025
4,"Wolf, Johann Christian",https://d-nb.info/gnd/117444766
4,"Plessner, Elsa",https://d-nb.info/gnd/1041571119
4,"Allgemeine Literatur-Zeitung (Jena, 1804–1848)",https://d-nb.info/gnd/4313526-2
4,"Caroline, Friederike Wilhelmine",https://d-nb.info/gnd/119072858
4,"Teschner, Gustav Wilhelm",https://d-nb.info/gnd/117274852
4,"Bohnenberger, Johann Gottlieb Friedrich",https://d-nb.info/gnd/116232897
4,Karl Friedrich Kunz,https://d-nb.info/gnd/119239361
4,"Bezzel, Erhard Christoph",https://d-nb.info/gnd/116161043
4,Gregor Zeithammer,https://d-nb.info/gnd/103366622X
4,Michael Christoph Hanow,https://d-nb.info/gnd/104356294
4,Adam Daniel Richter,https://d-nb.info/gnd/119384280
4,"Bianchi, Giovanni",https://d-nb.info/gnd/120611511
4,"Mounsey, Ann",https://d-nb.info/gnd/1033577162
4,"Jacobson, Hermann",https://d-nb.info/gnd/136253334
4,"Ludewig I., Großherzog von Darmstadt",https://d-nb.info/gnd/118729446
4,"Everett, Edward",https://d-nb.info/gnd/118682849
4,"Gugel, Christoph Fabius",https://d-nb.info/gnd/1019731168
4,"Gläser, Franz",https://d-nb.info/gnd/116649666
4,"Paetow, Walter",https://d-nb.info/gnd/116015284
4,Caspar Vogt,https://d-nb.info/gnd/136889514
4,Christoph Ernst Steinbach,https://d-nb.info/gnd/104361867
4,"Wasser, Johann Tobias",https://d-nb.info/gnd/103027297
4,"Bouvard, Alexis",https://d-nb.info/gnd/116299762
4,"Wedel, Georg Wolfgang",https://d-nb.info/gnd/104045396
4,"Heucher, Johann Heinrich von",https://d-nb.info/gnd/117524034
4,"Holzschuher, Carl",https://d-nb.info/gnd/1019741597
4,"Völter, Christoph",https://d-nb.info/gnd/10313526X
4,"Maier, Johann Valentin",https://d-nb.info/gnd/12037126X
4,Weidmanns Erben und Reich,https://d-nb.info/gnd/6146596-3
4,William Richard Hamilton,https://d-nb.info/gnd/104137169
4,"Roda, Ferdinand von",https://d-nb.info/gnd/116578785
4,Hermann Wahn,https://d-nb.info/gnd/142418692
4,"Achenbach, Cäcilie (1857)",https://d-nb.info/gnd/116005106
4,Georg Christian Gebauer,https://d-nb.info/gnd/116473096
4,"Vellnagel, Christian Ludwig August von",https://d-nb.info/gnd/117369047
4,"Queccius, Gregor",https://d-nb.info/gnd/116317671
4,Bernhard Jülg,https://d-nb.info/gnd/117220973
4,"Carl Wilhelm Ferdinand Braunschweig-Lüneburg, Herzog",https://d-nb.info/gnd/11913988X
4,"Marggraf, Andreas Sigismund",https://d-nb.info/gnd/117544906
4,"Pechlin, Johann Nicolas",https://d-nb.info/gnd/104177896
4,"Maleszewski, Piotr",https://d-nb.info/gnd/1159129584
4,"Moffett, Thomas",https://d-nb.info/gnd/119765063
4,Aron Salomo (Emmerich) Gumpertz,https://d-nb.info/gnd/136096603
4,"Siegel, Carl Friedrich Wilhelm",https://d-nb.info/gnd/117360503
4,"Hahn, Johann Gottfried von",https://d-nb.info/gnd/117377791
4,"Major, Johann Daniel",https://d-nb.info/gnd/117519006
4,Wilhelm Thumshirn (Oberst),https://d-nb.info/gnd/136458424
4,"Breidenstein, Heinrich Carl",https://d-nb.info/gnd/119059231
4,"Myconius, Oswald",https://d-nb.info/gnd/118735462
4,"Holtei, Karl von",https://d-nb.info/gnd/118706640
4,Philipp Franz von Walther,https://d-nb.info/gnd/117132284
4,"Prünsterer, Johann",https://d-nb.info/gnd/134266838
4,"Cremonini, Cesare",https://d-nb.info/gnd/119323265
4,Johann Christian Volz,https://d-nb.info/gnd/117491691
4,Sebastian Pflug,https://d-nb.info/gnd/142049298
4,"Houwald, Ernst Christoph",https://d-nb.info/gnd/118707280
4,Ludwig von Köchel,https://d-nb.info/gnd/116274352
4,Conrad Arnold Schmid,https://d-nb.info/gnd/117499498
4,"Göller, Georg Christoph",https://d-nb.info/gnd/121609154
4,"Weintraut, Dietrich",https://d-nb.info/gnd/122547969
4,Christian Karl Barth,https://d-nb.info/gnd/116063181
4,"Szadrowsky, Heinrich",https://d-nb.info/gnd/117391301
4,Martin Hieronymus Hudtwalcker,https://d-nb.info/gnd/118707639
4,"Riemann, Kilian Volkmar",https://d-nb.info/gnd/104252081
4,Johann Friedrich Barisién,https://d-nb.info/gnd/116057270
4,"Brandes, Heinrich Wilhelm",https://d-nb.info/gnd/100055427
4,"Alberti, Michael",https://d-nb.info/gnd/116278986
4,Andreas Wilhelm,https://d-nb.info/gnd/119057832
4,"Vogt, Karl",https://d-nb.info/gnd/118769014
4,Martin Hassen,https://d-nb.info/gnd/104151285
4,"Kronecker, Hugo",https://d-nb.info/gnd/116554487
4,"Herden, Balthasar von",https://d-nb.info/gnd/1019742453
4,Wilhelm Friedrich (Friedrich Wilhelm?) Möller (Moeller),https://d-nb.info/gnd/104466553X
4,"Probst, H. A.",https://d-nb.info/gnd/116291494
4,Universität Breslau. Medizinische Fakultät,https://d-nb.info/gnd/5202195-6
4,Louise Reichardt,https://d-nb.info/gnd/119344769
4,"Wild, Franz",https://d-nb.info/gnd/117379298
4,"Senckenberg, Johann Christian",https://d-nb.info/gnd/118764519
4,"Fichte, Immanuel Hermann von",https://d-nb.info/gnd/118687018
4,"Jonas, Justus d. J.",https://d-nb.info/gnd/117175552
4,"Grétry, André-Ernest-Modeste",https://d-nb.info/gnd/118542079
4,Thomas Müntzer,https://d-nb.info/gnd/118585533
4,"Förster, ...",https://d-nb.info/gnd/1132217695
4,Christian Gottlieb Jöcher,https://d-nb.info/gnd/100363105
4,"Hübner, Matthias",https://d-nb.info/gnd/117045454
4,"Trebitsch, Siegfried",https://d-nb.info/gnd/118840150
4,Friedrich Müller,https://d-nb.info/gnd/118584871
4,"Storm, Johannes",https://d-nb.info/gnd/1121622550
4,Karl Philipp Moritz,https://d-nb.info/gnd/118584162
4,"Cortesius, Carolus",https://d-nb.info/gnd/1121708986
4,Gottfried Philipp Michaelis,https://d-nb.info/gnd/100527485
4,"Merian, Maria Sibylla",https://d-nb.info/gnd/118581082
4,Martin Künzli,https://d-nb.info/gnd/102496323
4,"Guignes, Chrétien-Louis-Joseph de",https://d-nb.info/gnd/131841335
4,"Zuntz, Nathan",https://d-nb.info/gnd/118896202
4,"Auffenberg, Joseph von",https://d-nb.info/gnd/11850505X
4,Johann Christoph Erich Springer,https://d-nb.info/gnd/100275648
4,Christian Wilhelm Steinauer,https://d-nb.info/gnd/1122288050
4,"Melm, Johann Heinrich",https://d-nb.info/gnd/1122304234
4,"Iselin, Johann Lukas",https://d-nb.info/gnd/129647837
4,"Rung, Gertrud",https://d-nb.info/gnd/157810992
4,"Zumsteeg, Luise",https://d-nb.info/gnd/117022667
4,Joseph II.,https://d-nb.info/gnd/118558404
4,Arnold Sommerfeld,https://d-nb.info/gnd/11861553X
4,Samuel Butler,https://d-nb.info/gnd/1055386408
4,"Horner, Johann Caspar",https://d-nb.info/gnd/116994193
4,"Rücker, Christian Friedrich",https://d-nb.info/gnd/1099309131
4,"Schorer, Christoph",https://d-nb.info/gnd/100264913
4,Friedrich Wilhelm I. König von Preußen,https://d-nb.info/gnd/118632884
4,"Bertrand, Joseph",https://d-nb.info/gnd/101211104
4,"Frapan, Ilse",https://d-nb.info/gnd/1063133041
4,"Glacianus, Georg",https://d-nb.info/gnd/1120508339
4,Bartholomäus Bernhardi,https://d-nb.info/gnd/118960040
4,Johann Jenitz,https://d-nb.info/gnd/1081429232
4,Eugène Vincent Stanislas Jacquet,http://d-nb.info/gnd/120508249
4,Johann Georg Altmann,https://d-nb.info/gnd/117761419
4,"Henneberg, Georg Ernst von",https://d-nb.info/gnd/118958097
4,"Müller, Gabriel",https://d-nb.info/gnd/124372430
4,"Schröder, Sophie",https://d-nb.info/gnd/118761889
4,"Seiffart, Karl Wilhelm Ferdinand",https://d-nb.info/gnd/1177843978
4,"Johann Matthias Hasius (Haas, Haße)",https://d-nb.info/gnd/100352243
4,"Burg, Johann",https://d-nb.info/gnd/128974974
4,"Grynaeus, Simon",https://d-nb.info/gnd/11690240X
4,Johann Balthasar von Antesperg,https://d-nb.info/gnd/109824695
4,"Brunius, Jacob",https://d-nb.info/gnd/130051888
4,"Hoffmeister, Marie",https://d-nb.info/gnd/11694305X
4,Novalis,https://d-nb.info/gnd/118588893
4,"Stöberl, Johann Leonhard",https://d-nb.info/gnd/1120962358
4,"Fabritius de Tengnagel, Adolph",https://d-nb.info/gnd/1245322966
4,"Schwenckfeld, Caspar von",https://d-nb.info/gnd/118612190
4,"Wackershagen, Catharina",https://d-nb.info/gnd/1132620988
4,"Massa, Apollonius",https://d-nb.info/gnd/1121322964
4,"Hennicke, Johann Christoph",https://d-nb.info/gnd/1101855339
4,Johann Samuel Gottlob Gräf,https://d-nb.info/gnd/100492304
4,"Hasenmüller, Sophonias",https://d-nb.info/gnd/128953594
4,"Rokitansky, Karl",https://d-nb.info/gnd/132767007
4,Johann Gottfried Hermann,https://d-nb.info/gnd/10251190X
4,"Zillinger, Gerrit",https://d-nb.info/gnd/116991747
4,Paul Emile de Mauclerc,https://d-nb.info/gnd/102575371
4,"Gercke, Friedrich",https://d-nb.info/gnd/12498102X
4,Johann Ludwig Ridder,https://d-nb.info/gnd/1055708367
4,"Le Fèvre, Hermann Adolph",https://d-nb.info/gnd/132555026
4,"Olschki, Leo S.",https://d-nb.info/gnd/119481464
4,Franz Horn,https://d-nb.info/gnd/116991739
4,Christoph Friedrich Bekmann,https://d-nb.info/gnd/1037505069
4,"Lagrenée, Jean-Jacques, gen. le Jeune",https://d-nb.info/gnd/174235224
4,"Schlieff, Gabriel",https://d-nb.info/gnd/1111065446
4,"Strindberg, August",https://d-nb.info/gnd/118619314
4,Karl Reinhard,https://d-nb.info/gnd/10039535X
4,"Obsopoeus, Vincentius",https://d-nb.info/gnd/100238238
