amount,sender_name,sender_ref
1,Albert Schulte,https://d-nb.info/gnd/141043636
1,Emanuel von Korff,https://d-nb.info/gnd/138413452
1,Johann Trautenbühl,https://d-nb.info/gnd/119851547
1,Simon Frisius,https://d-nb.info/gnd/130469521
1,"Döllin, Johann Peter",https://d-nb.info/gnd/141999853
1,Eberhard Christoph Balthasar von Danckelmann,https://d-nb.info/gnd/173230385
1,"Labrouste, Alexandre",https://d-nb.info/gnd/130585440
1,"Staudner, Georg",https://d-nb.info/gnd/119837579
1,"Gollmick, Carl Friedrich",https://d-nb.info/gnd/130591246
1,August Winkelmann,https://d-nb.info/gnd/118806939
1,"Wernicke, [Carl]",https://d-nb.info/gnd/118806742
1,Dominikus Brentano,https://d-nb.info/gnd/119369311
1,"Leuckart, F. E. C.",https://d-nb.info/gnd/130626074
1,Adam Sedgwick,https://d-nb.info/gnd/119369567
1,Johann Hedwig,https://d-nb.info/gnd/130652865
1,"Mair, Georg",https://d-nb.info/gnd/130659142
1,"Oehlenschläger, Adam Gottlob",https://d-nb.info/gnd/119071606
1,Jean Pierre Guillaume Pauthier,https://d-nb.info/gnd/130664456
1,Matthias Klotz,https://d-nb.info/gnd/13081623X
1,"Twickel, Johann Wilhelm von",https://d-nb.info/gnd/173330525
1,"Spithovius, Johannes",https://d-nb.info/gnd/11983586X
1,"Weber, Moritz",https://d-nb.info/gnd/130841072
1,"Singel, Christoph",https://d-nb.info/gnd/119832631
1,Ministerium des Innern (Preußen),https://d-nb.info/gnd/35247-0
1,Gustav von Vieregg,https://d-nb.info/gnd/133158292
1,"Giovanetti, Francesco",https://d-nb.info/gnd/119686333
1,"Osiander, Lucas",https://d-nb.info/gnd/11955111X
1,"Vorwaltner, Johann Heinrich Menrad von",https://d-nb.info/gnd/121716422
1,Wilhelm von Gerlach,https://d-nb.info/gnd/136429572
1,Paul Mendelssohn-Bartholdy,https://d-nb.info/gnd/137996330
1,"Gayling von Altheim, Christian",https://d-nb.info/gnd/136375758
1,George Gordon de Luna Byron,https://d-nb.info/gnd/136307159
1,"Barnas, Dora (1889)",https://d-nb.info/gnd/136300782
1,Johann Heinrich Volkening,https://d-nb.info/gnd/118769103
1,Gerhard Ulrich Anton Vieth,https://d-nb.info/gnd/118768409
1,"Charles Lyell, der Ältere",https://d-nb.info/gnd/139734260
1,Richtersche Buchhandlung in Altenburg,https://d-nb.info/gnd/6146578-1
1,Johann von Naves,https://d-nb.info/gnd/137999100
1,"Grisi, Attilio",https://d-nb.info/gnd/136291732
1,"Benedix, Peter (1877-1954)",https://d-nb.info/gnd/119552450
1,Josepha Lange,https://d-nb.info/gnd/136285635
1,Johann Georg Schelhorn,https://d-nb.info/gnd/119462761
1,"Rende, Johann Christian",https://d-nb.info/gnd/121704475
1,"Winstrup, Peder Pedersen",https://d-nb.info/gnd/11913215X
1,"Pott, Johann Conrad",https://d-nb.info/gnd/12148078X
1,Johann Lersner,https://d-nb.info/gnd/136659314
1,Vossische Buchhandlung in Berlin,https://d-nb.info/gnd/64386-5
1,Christine Stransky von Stranka und Greiffenfels,https://d-nb.info/gnd/137982933
1,Karl Gottlieb Daniel von Clauer,https://d-nb.info/gnd/119111276
1,"Meiderlin, Peter",https://d-nb.info/gnd/119539586
1,"Höpken, Daniel Niclas von",https://d-nb.info/gnd/136631320
1,Schäfersche Buchhandlung,https://d-nb.info/gnd/6147611-0
1,"Magdeburg, Hiob",https://d-nb.info/gnd/119544865
1,Johannes Pedionaeus,https://d-nb.info/gnd/136576656
1,Johann Anton Merck,https://d-nb.info/gnd/139845585
1,Christoph Ferdinand Hänlein,https://d-nb.info/gnd/136510132
1,"Uhde, August Wilhelm Julius",https://d-nb.info/gnd/121702243
1,"Friedländer, David",https://d-nb.info/gnd/119463288
1,Philipp Weber von Ebenhof,https://d-nb.info/gnd/136459633
1,"Wildenbruch, Ernst",https://d-nb.info/gnd/118771760
1,"Langus Silesius, Johannes",https://d-nb.info/gnd/136285422
1,Georg Friedrich von Zentner,https://d-nb.info/gnd/118772589
1,"Windreuter, Ludwig Friedrich",https://d-nb.info/gnd/121839176
1,"Crell, Sophia Maria",https://d-nb.info/gnd/138046115
1,Verlagskasse für Gelehrte und Künstler,https://d-nb.info/gnd/6146446-6
1,"Oelhafen von Schöllenbach, Johann Hieronymus",https://d-nb.info/gnd/121822338
1,"Berent, Eduard",https://d-nb.info/gnd/1195566840
1,Johannes Zellweger,https://d-nb.info/gnd/136161332
1,"Neuenahr, Hermann d. J. von",https://d-nb.info/gnd/138058814
1,Heinrich von Könneritz zu Lobschütz,https://d-nb.info/gnd/136128610
1,"Reichel, Georg Christian",https://d-nb.info/gnd/136279201
1,"Bäuerle, Adolf",https://d-nb.info/gnd/119560038
1,Realschulbuchhandlung (Berlin),https://d-nb.info/gnd/6146071-0
1,"Cramer, Carl Josias Johann",https://d-nb.info/gnd/138097887
1,"Briasson, Antoine-Claude",https://d-nb.info/gnd/119458047
1,Gräfin Anna Sophia von Schwarzburg-Rudolstadt,https://d-nb.info/gnd/121840360
1,"Lübsen, Heinrich Borchert",https://d-nb.info/gnd/121859924
1,"Isenburg, Anton von",https://d-nb.info/gnd/136169791
1,"Servais, François",https://d-nb.info/gnd/119144980
1,"Loriot, Peter",https://d-nb.info/gnd/141762012
1,"Delius, Matthäus",https://d-nb.info/gnd/136191878
1,"Jordan, Johann Ludwig",https://d-nb.info/gnd/136193773
1,"Hertling, Philipp von",https://d-nb.info/gnd/136194575
1,"Imhoff, Georg Christoph Gottlieb",https://d-nb.info/gnd/136195164
1,"Bornträger, Johann Friedrich Wilhelm",https://d-nb.info/gnd/136195474
1,Hz. Wilhelm von Braunschweig,https://d-nb.info/gnd/136198732
1,Giovanni Battista Castaldo,https://d-nb.info/gnd/121803813
1,Heinrich Köhler,https://d-nb.info/gnd/14131124X
1,Franz Petter,https://d-nb.info/gnd/136215718
1,"Egloff von Staadthoff, Franz Carl Anton",https://d-nb.info/gnd/136252044
1,"Smetius, Henricus",https://d-nb.info/gnd/121778339
1,"Zwick, Johannes",https://d-nb.info/gnd/118773305
1,Sebastian Carl Christoph Reinhardt,https://d-nb.info/gnd/121450597
1,Jakob Ziegler,https://d-nb.info/gnd/118772783
1,Joseph Charles Mellish,https://d-nb.info/gnd/119132206
1,"Behrens, Rudolph August",https://d-nb.info/gnd/141565683
1,Andreas von Könneritz,https://d-nb.info/gnd/13612836X
1,"Scheidlin, Philipp Jacob",https://d-nb.info/gnd/121537307
1,"Seidler, Carl August",https://d-nb.info/gnd/137697961
1,"Seyler, Carl",https://d-nb.info/gnd/137695195
1,Gottfried Reinhard Treviranus,https://d-nb.info/gnd/118760866
1,Friedrich Ernst von Sayn-Wittgenstein-Berleburg,https://d-nb.info/gnd/137685432
1,Adolph Heinrich von Heydenreich,https://d-nb.info/gnd/142473464
1,Corona Schröter,https://d-nb.info/gnd/118761943
1,"Hübner, Thomas",https://d-nb.info/gnd/137640595
1,Peter Josef Blum,https://d-nb.info/gnd/119512858
1,Heinrich Olisleger,https://d-nb.info/gnd/137602332
1,Nikolaus von Madruzzo,https://d-nb.info/gnd/13790696X
1,"Zwichem, Viglius van",https://d-nb.info/gnd/119490528
1,Siegfried Karl Heinrich Graf von Lehndorff,https://d-nb.info/gnd/119118246
1,"Smeth, Joost de",https://d-nb.info/gnd/137451342
1,"Eck, Paul",https://d-nb.info/gnd/13743457X
1,"Wacker, Balthasar",https://d-nb.info/gnd/12160893X
1,"Zuckerkandl, Berta",https://d-nb.info/gnd/118758160
1,Johann Jakob von Medici,https://d-nb.info/gnd/119535165
1,"Lauer von Münchhofen, Adolf",https://d-nb.info/gnd/141505133
1,Gräfin Anna Sophia von Schwarzburg-Rudolstadt,https://d-nb.info/gnd/XXX
1,Hofkapelle,https://d-nb.info/gnd/999075632
1,"Weiß, Leonhard",https://d-nb.info/gnd/121564568
1,Samuel von Cocceji,https://d-nb.info/gnd/119501600
1,Johann Baptist Strobl,https://d-nb.info/gnd/119508966
1,Giovanni Fè,https://d-nb.info/gnd/1215855036
1,Johann Kreutz,https://d-nb.info/gnd/119123304
1,August Ernst von Kamptz,https://d-nb.info/gnd/137712375
1,"Lemmermann, Leonhart",https://d-nb.info/gnd/137821069
1,Jobst Hain (Kanzler),https://d-nb.info/gnd/141520655
1,Karl Christian Traugott (?) Heinze,https://d-nb.info/gnd/137774419
1,"Gähler, Caspar Siegfried",https://d-nb.info/gnd/12159176X
1,Hoftheater,https://d-nb.info/gnd/958704325
1,"Käuffelin, Balthasar",https://d-nb.info/gnd/137728530
1,Johann Abraham Peter Schulz,https://d-nb.info/gnd/118762494
1,Gf. Hugo von Montfort,https://d-nb.info/gnd/137431872
1,Aleksej Alekseevič Perovskij,https://d-nb.info/gnd/119118025
1,Johann Barthel von Siebold,https://d-nb.info/gnd/119473704
1,Johann G. Kohl,https://d-nb.info/gnd/119117509
1,Christian Friedrich Zeibich,https://d-nb.info/gnd/136960049
1,Robert Haller,https://d-nb.info/gnd/136926207
1,Antun Mihanović,https://d-nb.info/gnd/121489809
1,"Müllner, Johannes",https://d-nb.info/gnd/137953321
1,Johann Andreas Ortloff,https://d-nb.info/gnd/137980558
1,Friedrich Ludwig Zacharias Werner,https://d-nb.info/gnd/118767208
1,Johann Gottlieb Schummel,https://d-nb.info/gnd/118762648
1,Karl Franz von Irwing,https://d-nb.info/gnd/136812473
1,"Gulden, Christoph",https://d-nb.info/gnd/121481476
1,Johann Eduard Schüller,https://d-nb.info/gnd/136791867
1,Caspar Jacob Huth,https://d-nb.info/gnd/119526816
1,Gf. Bernhard von Lippe,https://d-nb.info/gnd/136692095
1,"Leyser, Friedrich Wilhelm von",https://d-nb.info/gnd/13667139X
1,"Herbst, Johann Georg",https://d-nb.info/gnd/136988466
1,Otto von Manteuffel,https://d-nb.info/gnd/137926677
1,Priorin und Konvent des Magdalenerinnenklosters Altenburg,https://d-nb.info/gnd/7618296-4
1,Konvent des Augustinereremitenklosters Herzberg,https://d-nb.info/gnd/7754053-0
1,"Höpfner, Heinrich",https://d-nb.info/gnd/121610772
1,Lazarus Mamula,https://d-nb.info/gnd/137099932
1,"Muralt, Franz Ludwig von",https://d-nb.info/gnd/137916434
1,Bernhard Schwarz,https://d-nb.info/gnd/137170459
1,"Hoë von Hoënegg, Matthias",https://d-nb.info/gnd/119521431
1,Joachim von Maltzan,https://d-nb.info/gnd/137915969
1,"Bernhold, Johann Michael",https://d-nb.info/gnd/121609839
1,Dr. Christoph Seld,https://d-nb.info/gnd/137229550
1,"Grote, Ernst Joachim",https://d-nb.info/gnd/137306504
1,"Weyer, Martin",https://d-nb.info/gnd/137353995
1,"Lobkowitz, Anton Isidor Fürst von",https://d-nb.info/gnd/121534154
1,Ernst Dietrich von Marschall,https://d-nb.info/gnd/13736380X
1,"Häberlin, Franz Dominicus",https://d-nb.info/gnd/119117983
1,Georg Joseph Rieff,https://d-nb.info/gnd/121441962
1,François Joseph Reinhardt,https://d-nb.info/gnd/14176628X
1,François-Just-Marie Raynouard,https://d-nb.info/gnd/118788035
1,"Fuchs, Tobias Benjamin",https://d-nb.info/gnd/141841729
1,"Novello, Sabilla",https://d-nb.info/gnd/133647196
1,Johannes Hevelius,https://d-nb.info/gnd/119431416
1,Gf. Philipp von Mansfeld,https://d-nb.info/gnd/133646734
1,"Thylaeus, Georg",https://d-nb.info/gnd/121984060
1,"Michaelis, Johann David",https://d-nb.info/gnd/118783726
1,"Florus, Samuel",https://d-nb.info/gnd/119673436
1,"Werthern, Cäcilie von",https://d-nb.info/gnd/133524132
1,Gerhard von Thadden,https://d-nb.info/gnd/133649377
1,Rat zu Salzungen,https://d-nb.info/gnd/4051460-2
1,Jean Victor Marie Moreau,https://d-nb.info/gnd/118784811
1,Andreas Francke,https://d-nb.info/gnd/119674904
1,"Musculus, Andreas",https://d-nb.info/gnd/118785478
1,"Klar, Paul Alois",https://d-nb.info/gnd/121406806
1,"Eubelhueber, Johann Christoph",https://d-nb.info/gnd/133518256
1,Rat und Gemeinde zu Auma,https://d-nb.info/gnd/4086129-6
1,Johann Peter Melchior,https://d-nb.info/gnd/11878305X
1,"Lindenau, Wolf Hugo von, Legationsrat",https://d-nb.info/gnd/134023765
1,Clemens Graf von Klinckowström,https://d-nb.info/gnd/133755169
1,Kapitel des Domstifts zu Würzburg,https://d-nb.info/gnd/4216592-1
1,Wilhelm Pustau,https://d-nb.info/gnd/133992381
1,Kardinalskollegium,https://d-nb.info/gnd/4163316-7
1,"Nordenskiöld, Carl Fredrik",https://d-nb.info/gnd/119434784
1,"Sternberg, Hans von",https://d-nb.info/gnd/133984559
1,August Gotthelf Graff,https://d-nb.info/gnd/133956040
1,"Kelly, Michael",https://d-nb.info/gnd/133729702
1,"Ritter, Carl",https://d-nb.info/gnd/138200092
1,James Tod,https://d-nb.info/gnd/121937232
1,"Sontag, Nina",https://d-nb.info/gnd/133667693
1,Samuel Albert Müller,https://d-nb.info/gnd/121975312
1,Otto Franz Viktor von Westarp,https://d-nb.info/gnd/133660486
1,"Ludwig, Emil",https://d-nb.info/gnd/118780778
1,"Guttich, Matthias",https://d-nb.info/gnd/133656667
1,"Leopold III. Friedrich Franz, Fürst und Herzog von Anhalt-Dessau",https://d-nb.info/gnd/119093502
1,Matthias Friedrich Nicolovius,https://d-nb.info/gnd/138226628
1,"Pernerstorfer, Engelbert",https://d-nb.info/gnd/119148331
1,Ludwig von Staudy,https://d-nb.info/gnd/133161692
1,Rudolf Erich Raspe,https://d-nb.info/gnd/118787888
1,Hieronymus Wilhelm Heerwagen,https://d-nb.info/gnd/121384853
1,"Reinbold, Adelheid",https://d-nb.info/gnd/119420147
1,Gf. Anton [von Oldenburg],https://d-nb.info/gnd/133161951
1,Kard. Raffaele [Riario],https://d-nb.info/gnd/122030915
1,"Ray, John",https://d-nb.info/gnd/118788000
1,Johann Julius Christoph (von) Hantelmann,https://d-nb.info/gnd/122056191
1,Charles James Blomfield,https://d-nb.info/gnd/13347223X
1,Otto Steinmann,https://d-nb.info/gnd/133161641
1,Johann Christoph Clauder,https://d-nb.info/gnd/129655910
1,Gesellschaft Naturforschender Freunde zu Berlin,https://d-nb.info/gnd/39226-1
1,Curt Dietrich aus dem Winckel,https://d-nb.info/gnd/133089126
1,Rheinische Friedrich-Wilhelms-Universität Bonn. Medizinische Fakultät,https://d-nb.info/gnd/38772-1
1,"Gerbel, Nikolaus d. J.",https://d-nb.info/gnd/119684233
1,"Garcaeus, Johannes d. Ä.",https://d-nb.info/gnd/119681595
1,Bürgermeister und Rat zu Annaberg,https://d-nb.info/gnd/4002113-0
1,"Garet, Henri",https://d-nb.info/gnd/119681447
1,Hieronymus Buchia,https://d-nb.info/gnd/133203522
1,"Korff, Graf M.",https://d-nb.info/gnd/119424940
1,Rat zu Grimma,https://d-nb.info/gnd/4022085-0
1,"Baerwinkel, Rudolf Felix (1864)",https://d-nb.info/gnd/133214591
1,"Fritsch, Thomas",https://d-nb.info/gnd/119678055
1,Lázárus Somsich de Sard,https://d-nb.info/gnd/133225941
1,"Albrecht, Elisabeth (1874-1956)",https://d-nb.info/gnd/133245918
1,"Stör, Volkmar Daniel",https://d-nb.info/gnd/133249069
1,"Rittinghausen, Moritz",https://d-nb.info/gnd/133277623
1,Albrecht August Heinrich (von) Borgstede,https://d-nb.info/gnd/133294544
1,"Vest, Julius",https://d-nb.info/gnd/133313638
1,"Virdungus, Antonius Wilhelmus",https://d-nb.info/gnd/133319121
1,Gf. Johann Ernst von Mansfeld,https://d-nb.info/gnd/133349659
1,"Peyer, Johann Konrad",https://d-nb.info/gnd/119426331
1,"Claviger, Ambrosius",https://d-nb.info/gnd/134022343
1,Christoph von Steinberg,https://d-nb.info/gnd/134024397
1,"Tilling, Johann Christian",https://d-nb.info/gnd/139702288
1,Christoph Kaufmann,https://d-nb.info/gnd/118776894
1,Hieronymus von Dieskau,https://d-nb.info/gnd/135737508
1,Hans von Dehne,https://d-nb.info/gnd/135735289
1,"Morch, Andreas",https://d-nb.info/gnd/135731356
1,"Junius, Hadrianus",https://d-nb.info/gnd/118776517
1,"Boler, Martin",https://d-nb.info/gnd/119625415
1,"Schicht, Henriette Wilhelmine",https://d-nb.info/gnd/138141177
1,Priorin und Konvent des Zisterzienserinnenklosters Eisenberg,https://d-nb.info/gnd/4819076-7
1,"Appun, Anton",https://d-nb.info/gnd/135746590
1,Wilhelm Kienzl,https://d-nb.info/gnd/118777149
1,"Le Cerf, Christoph",https://d-nb.info/gnd/138149801
1,Friedrich Moritz Burger,https://d-nb.info/gnd/135705770
1,Amalie Friederike Markgräfin von Baden,https://d-nb.info/gnd/119440679
1,Heimbürge und Gemeinde Ringleben,https://d-nb.info/gnd/4733075-2
1,"Buchholzer, Abraham",https://d-nb.info/gnd/119632187
1,Karl Ernst Jarcke,https://d-nb.info/gnd/118775995
1,Christoph Bach,https://d-nb.info/gnd/135754933
1,"Stich, Joseph",https://d-nb.info/gnd/134064658
1,Friedrich Theodor Kühne,https://d-nb.info/gnd/141305681
1,"Anhorn von Hartwiß, Sylvester Samuel",https://d-nb.info/gnd/121435563
1,Guardian und Konvent des Franziskanerklosters Oschatz,https://d-nb.info/gnd/5196559-8
1,"Dornau, Caspar",https://d-nb.info/gnd/119145618
1,"Birnstiel, Elias",https://d-nb.info/gnd/121883426
1,Ernst von Saucken,https://d-nb.info/gnd/138108714
1,Maximilian Stoll,https://d-nb.info/gnd/11944786X
1,Wilhelm Gesenius,https://d-nb.info/gnd/119096552
1,Jakob Beurlin,https://d-nb.info/gnd/119620294
1,"Voigt, Johann Christian",https://d-nb.info/gnd/135936071
1,Fürstlicher (i. e. Herzoglicher) Bibliothek zu Weimar,https://d-nb.info/gnd/506475-2
1,Wilhelm von Hegel,https://d-nb.info/gnd/135932637
1,"Alberti, Friedrich Wilhelm",https://d-nb.info/gnd/141797606
1,"Bert, Johann von",https://d-nb.info/gnd/119619547
1,Jules Janin,https://d-nb.info/gnd/118775944
1,Johann David Heermann,https://d-nb.info/gnd/135687829
1,"Deisch, Johann Andreas",https://d-nb.info/gnd/135686970
1,Stanislaus II. August Poniatowski,https://d-nb.info/gnd/119095777
1,"Eccombertus, Theodor",https://d-nb.info/gnd/119659999
1,"Cnipius, Johannes",https://d-nb.info/gnd/119643332
1,"Beranek, Johann de Deo",https://d-nb.info/gnd/134961919
1,"Cornicius, Jakob",https://d-nb.info/gnd/119646021
1,"Kupelwieser, Joseph",https://d-nb.info/gnd/134672275
1,Hans Karl von Kirchbach,https://d-nb.info/gnd/14129860X
1,Gebhard von Alvensleben,https://d-nb.info/gnd/119436094
1,"Gesner, Johann Albrecht",https://d-nb.info/gnd/121885909
1,Johann Daniel Wilhelm Fleischer,https://d-nb.info/gnd/135681863
1,Dietrich Ewald von Grotthuß,https://d-nb.info/gnd/134255348
1,"Lesser, Friedrich Christian",https://d-nb.info/gnd/119095238
1,Wilhelm von Braunschweig,https://d-nb.info/gnd/134198158
1,"Schiller, Heinrich",https://d-nb.info/gnd/134184807
1,"Lind, Jenny",https://d-nb.info/gnd/118780026
1,"Fischer, Johannes",https://d-nb.info/gnd/119672294
1,Martin Hermann Gildemeister,https://d-nb.info/gnd/119440539
1,"Rotter, Ludwig",https://d-nb.info/gnd/135098157
1,"Carinus, Ludwig",https://d-nb.info/gnd/119637359
1,August Friedrich Bloch,https://d-nb.info/gnd/135549566
1,"Bock, Gustav",https://d-nb.info/gnd/135551056
1,Konrad von [Boyneburg] (Ritter),https://d-nb.info/gnd/135554764
1,Adalbert Fuchs,https://d-nb.info/gnd/135556201
1,Rat zu Prettin,https://d-nb.info/gnd/4235239-3
1,Georg von Breitenbach,https://d-nb.info/gnd/135583772
1,Theodora Sophia Constantia Breitkopf,https://d-nb.info/gnd/135583810
1,"Knipstro, Johannes",https://d-nb.info/gnd/118777521
1,Gf. Philipp von Solms,https://d-nb.info/gnd/135596823
1,"Büchel, Dietrich von",https://d-nb.info/gnd/135655641
1,Johann Gustav Burgmann,https://d-nb.info/gnd/135672422
1,Heinrich,https://d-nb.info/gnd/139669728
1,Bgm. und Rat zu Schmiedeberg,https://d-nb.info/gnd/4312734-4
1,Sophie Müller,https://d-nb.info/gnd/13567896X
1,"Göpner, Carl",https://d-nb.info/gnd/129662178
1,Gotthelf Adolph von Hoym,https://d-nb.info/gnd/122297970
1,"Bachmair, Heinrich F. S. (1889-1960)",https://d-nb.info/gnd/118822349
1,Gottlob Christoph Lange,https://d-nb.info/gnd/121059545
1,"Stobwasser, Christian Heinrich",https://d-nb.info/gnd/139321292
1,"Forster, Johannes",https://d-nb.info/gnd/11895623X
1,"Hemmingsen, Niels",https://d-nb.info/gnd/124362990
1,"Ferrari, Giovanni Battista",https://d-nb.info/gnd/124330037
1,"Zopf, Johann Caspar",https://d-nb.info/gnd/124328814
1,"Lissa, Raphael von der",https://d-nb.info/gnd/140341943
1,"Kauffmann, Hermann",https://d-nb.info/gnd/124322476
1,Henriette Sophie Franziska Friederike Albertine von Egloffstein,https://d-nb.info/gnd/118955586
1,"Schröder‑Devrient, Wilhelmine",https://d-nb.info/gnd/119056569
1,"Schlüsselfelder, Hieronymus Wilhelm",https://d-nb.info/gnd/12058820X
1,Johann Jacob Greiff,https://d-nb.info/gnd/143024108
1,Johann Georg Kulmus,https://d-nb.info/gnd/142984302
1,"Luther, Johann Gottfried",https://d-nb.info/gnd/124312713
1,Martin Cromer,https://d-nb.info/gnd/119056526
1,Jacob Thomasius,https://d-nb.info/gnd/119238098
1,Karl August Reisach,https://d-nb.info/gnd/118955403
1,Friedrich Heinrich Füger,https://d-nb.info/gnd/118968696
1,Johann Lorenz Bach,https://d-nb.info/gnd/124411576
1,Rektor und Universität [Heinrich Salmuth],https://d-nb.info/gnd/124437818
1,"Augusta, Johannes",https://d-nb.info/gnd/124435912
1,"Weber, Wilhelm",https://d-nb.info/gnd/118945483
1,Astolphe de Custine,https://d-nb.info/gnd/118945521
1,Carl Hering,https://d-nb.info/gnd/120565951
1,"L'Obel, Matthias de",https://d-nb.info/gnd/124418392
1,Georg Gebel,https://d-nb.info/gnd/124410014
1,Johann Adam Heller,https://d-nb.info/gnd/120584506
1,Luise Mejer,https://d-nb.info/gnd/11894553X
1,Johann Christoph Hommel,https://d-nb.info/gnd/12439714X
1,Edmund Robert Daniell,https://d-nb.info/gnd/118946232X
1,Kg. Manuel I. von Portugal,https://d-nb.info/gnd/118954830
1,Johann Christian Friedrich Ludwig Heusinger,https://d-nb.info/gnd/140440046
1,König Wilhelm I. von Preußen,https://d-nb.info/gnd/1243901225
1,Fürst Ludwig d. J. von Anhalt-Köthen,https://d-nb.info/gnd/124281729
1,Christoph Dietrich von Böhlau,https://d-nb.info/gnd/124279635
1,"Benfey, Theodor",https://d-nb.info/gnd/119059347
1,"Jacobi, Heinrich Wilhelm",https://d-nb.info/gnd/1240777817
1,"Monau, Friedrich von",https://d-nb.info/gnd/124147100
1,Alois II. Liechtenstein,https://d-nb.info/gnd/119056496
1,Carl Gotthelf Müller,https://d-nb.info/gnd/124093337
1,Jakob Josef von Haus,https://d-nb.info/gnd/118979582
1,"Peter, Johannes",https://d-nb.info/gnd/1240782683
1,Ignaz Hub,https://d-nb.info/gnd/118979698
1,Ernst Johann Friedrich Mantzel,https://d-nb.info/gnd/120608537
1,"Lassen, Eduard",https://d-nb.info/gnd/118975773
1,"Seydel, Moritz",https://d-nb.info/gnd/120614871
1,Jägermeister Goldacker,https://d-nb.info/gnd/142807753
1,Georg Christoph Trier,https://d-nb.info/gnd/12062334X
1,Johann Ernst Heinsius,https://d-nb.info/gnd/124005314
1,"Latomus, Bartholomaeus",https://d-nb.info/gnd/123880645
1,Johann Peter von Hornthal,https://d-nb.info/gnd/118979752
1,"Leichner, Eckard",https://d-nb.info/gnd/124147720
1,"Sparwenfeld, Johan Gabriel",https://d-nb.info/gnd/124167918
1,"Wagner, Daniel",https://d-nb.info/gnd/124279066
1,Arnoldine Wolf,https://d-nb.info/gnd/120596954
1,Franz Keim,https://d-nb.info/gnd/124278191
1,"Schwencke, Christian Friedrich Gottlieb",https://d-nb.info/gnd/124268498
1,Theune,https://d-nb.info/gnd/14235645X
1,"Fichtner, Johann Moritz",https://d-nb.info/gnd/124261515
1,"Bin-Gorion, Micha Josef (1865-1921)",https://d-nb.info/gnd/118972472
1,Johann Jakob Harmsen,https://d-nb.info/gnd/120596105
1,"Witzleben, K.A.v.",https://d-nb.info/gnd/118973614
1,Fürst August von Anhalt-Plötzkau,https://d-nb.info/gnd/12105876X
1,Vinzenz Gasser,https://d-nb.info/gnd/119237318
1,"Wolf, Pancratius",https://d-nb.info/gnd/124202047
1,"Crantz, Heinrich Johann Nepomuk",https://d-nb.info/gnd/120597411
1,"Schiller, Carl",https://d-nb.info/gnd/118973967
1,Johann Georg Schilling,https://d-nb.info/gnd/120604639
1,Heinrich Müller,https://d-nb.info/gnd/118974408
1,Martin Hammerich,https://d-nb.info/gnd/14044775X
1,"Barger, Johann Wilhelm",https://d-nb.info/gnd/124442684
1,Johann Georg Schollmeyer,https://d-nb.info/gnd/139288546
1,"Screta, Johannes",https://d-nb.info/gnd/124688276
1,"Rötenbeck, Michael",https://d-nb.info/gnd/119243210
1,"Neuenahr, Hermann von",https://d-nb.info/gnd/124720714
1,Wilhelm Christan von dem Bussche (Busche),https://d-nb.info/gnd/118924781X
1,"Paleario, Aonio",https://d-nb.info/gnd/118925482
1,Michael Engel,https://d-nb.info/gnd/124696902
1,"Schmid, Ernst Friedrich",https://d-nb.info/gnd/142240990
1,"Schmidt, Elias",https://d-nb.info/gnd/124678521
1,"Runge, Johann",https://d-nb.info/gnd/12472650X
1,Johann Christoph Wurzler (Wurtzler),https://d-nb.info/gnd/120445611
1,"Girschner, Christian",https://d-nb.info/gnd/120474867
1,"Jäger, Philipp Friedrich",https://d-nb.info/gnd/124661564
1,"Entzelt, Christoph",https://d-nb.info/gnd/124652387
1,"Zapf, Johann Adam",https://d-nb.info/gnd/124645534
1,"Rehlinger, Wolfgang",https://d-nb.info/gnd/124635806
1,Bf. Georg III. von Bamberg,https://d-nb.info/gnd/118924710
1,Heinrich Ahasverus Graf von Lehndorff,https://d-nb.info/gnd/124730752
1,"Antonii, Wilhelm",https://d-nb.info/gnd/124453031
1,"Bratter, Karl Adolf (1861)",https://d-nb.info/gnd/139499202
1,"Meyendorff, Gebhard von",https://d-nb.info/gnd/124779492
1,"Gruebel, Johann Georg",https://d-nb.info/gnd/124779468
1,Thomas Picton,https://d-nb.info/gnd/120388642
1,"Platen, Georg von",https://d-nb.info/gnd/139215484
1,"Raab, Johann Nikolaus",https://d-nb.info/gnd/12039734X
1,"Sorbait, Paul de",https://d-nb.info/gnd/12254689X
1,Eberhard Gmelin,https://d-nb.info/gnd/119256517
1,"Petri von Hartenfels, Georg Christoph",https://d-nb.info/gnd/124735614
1,"Camerarius, Elias",https://d-nb.info/gnd/124756050
1,"Graefe, Caspar",https://d-nb.info/gnd/124754457
1,Ernst Freiherr von Mirbach-Sorquitten,https://d-nb.info/gnd/119252910
1,"Bierdümpfel, Stephan",https://d-nb.info/gnd/137905440
1,Johann Franz von Palthen,https://d-nb.info/gnd/124749771
1,Matthäus Hitzschold,https://d-nb.info/gnd/124735940
1,"Tandler, Tobias",https://d-nb.info/gnd/124627471
1,"Barby und Mühlingen, Christoph von",https://d-nb.info/gnd/143268732
1,"Brandes-Hardegsen, Karl (1846-1935)",https://d-nb.info/gnd/139498532
1,"Griendel, Johann Franz",https://d-nb.info/gnd/124532330
1,"Cellius, Georg Friedrich",https://d-nb.info/gnd/122566807
1,Christian Lucas von Cranach,https://d-nb.info/gnd/122569547
1,"Timm, Robert",https://d-nb.info/gnd/142627909
