url,lat,long,name,country_code
https://sws.geonames.org/6557340/,54.1215,10.6468,Eutin,DE
https://sws.geonames.org/2938055/,52.09541,10.13356,Derneburg,DE
https://sws.geonames.org/3164691/,46.73901,11.63749,Vahrn,IT
https://sws.geonames.org/6557373/,51.51297,9.95353,Göttingen,DE
https://sws.geonames.org/2944387/,53.08333,8.83333,Bremen,DE
https://sws.geonames.org/8533520/,46.91337,7.09397,Greng,CH
https://sws.geonames.org/2935741/,51.00736,11.6633,Dornburg,DE
https://sws.geonames.org/6547739/,53.1111,14.0917,Mark Landin,DE
https://sws.geonames.org/2918840/,51.90425,10.42766,Goslar,DE
https://sws.geonames.org/3084085/,53.77464,15.77671,Świdwin,PL
https://sws.geonames.org/2952812/,53.86883,10.82864,Bardowiek,DE
https://sws.geonames.org/675809/,47.25,27.25,Iaşi,RO
https://sws.geonames.org/2983451/,48.16672,7.29707,Riquewihr,FR
https://sws.geonames.org/3369157/,-33.92584,18.42322,Cape Town,ZA
https://sws.geonames.org/2824855/,48.36241,8.63309,Sulz am Neckar,DE
https://sws.geonames.org/2661124/,46.31682,6.19114,Coppet,CH
https://sws.geonames.org/3202781/,46.23092,15.26044,Celje,SI
https://sws.geonames.org/2811864/,51.31396,11.5508,Weißenschirmbach,DE
https://sws.geonames.org/2953409/,50.81569,10.35123,Bad Liebenstein,DE
https://sws.geonames.org/2779029/,47.9628,16.19368,Gainfarn,AT
https://sws.geonames.org/2955999/,51.73298,13.04729,Annaburg,DE
https://sws.geonames.org/2934246/,51.22172,6.77616,Düsseldorf,DE
https://sws.geonames.org/2920020/,50.81987,12.54493,Glauchau,DE
https://sws.geonames.org/3078468/,49.05449,15.65893,Budkov,CZ
https://sws.geonames.org/2910170/,50.67639,12.60813,Härtensdorf,DE
https://sws.geonames.org/2956831/,52.41368,12.55411,Altstadt,DE
https://sws.geonames.org/2858596/,50.96546,11.34822,Oberweimar,DE
https://sws.geonames.org/3176674/,43.96388,10.17478,Forte dei Marmi,IT
https://sws.geonames.org/7285902/,46.20576,6.14161,Geneva,CH
https://sws.geonames.org/2935516/,51.52444,7.47389,Kreisfreie Stadt Dortmund,DE
https://sws.geonames.org/2735943/,41.14961,-8.61099,Porto,PT
https://sws.geonames.org/4950065/,42.51954,-70.89672,Salem,US
https://sws.geonames.org/3054667/,47.5,19.03333,Buda,HU
https://sws.geonames.org/6690189/,48.77667,9.1775,Stuttgart,DE
https://sws.geonames.org/6558337/,49.06945,10.31942,Dinkelsbühl,DE
https://sws.geonames.org/2988506/,48.85339,2.34864,Paris,FR
https://sws.geonames.org/2940386/,52.39551,11.29463,Calvörde,DE
https://sws.geonames.org/2910756/,51.33943,9.93989,Ruine Hanstein,DE
https://sws.geonames.org/3037612/,43.48921,-1.51921,Anglet,FR
https://sws.geonames.org/2521886/,36.83814,-2.45974,Almería,ES
https://sws.geonames.org/2848143/,50.06342,10.79922,Rentweinsdorf,DE
https://sws.geonames.org/6557494/,51.78655,6.1375,Kleve,DE
https://sws.geonames.org/2953390/,50.3162,10.22476,Bad Neuhaus an der Saale,DE
https://sws.geonames.org/2878166/,50.52085,8.81567,Lich,DE
https://sws.geonames.org/2960131/,49.83472,5.74278,Rombach-Martelange,LU
https://sws.geonames.org/2902768/,50.31297,11.91261,Hof,DE
https://sws.geonames.org/3208620/,52.21847,10.6424,Sickte,DE
https://sws.geonames.org/2848769/,51.70079,12.6755,Reinharz,DE
https://sws.geonames.org/5520993/,31.75872,-106.48693,El Paso,US
https://sws.geonames.org/2659569/,46.66758,6.79781,Moudon,CH
https://sws.geonames.org/8629515/,51.17875,15.17439,Sławnikowice,PL
https://sws.geonames.org/2785470/,50.80745,4.9378,Tienen,BE
https://sws.geonames.org/2945024/,52.26594,10.52673,Braunschweig,DE
https://sws.geonames.org/2775020/,47.16667,14.66667,Judenburg,AT
https://sws.geonames.org/2956206/,50.43109,7.40425,Andernach,DE
https://sws.geonames.org/2732264/,40.82747,-7.79816,Viseu,PT
https://sws.geonames.org/5339840/,33.64113,-117.91867,Costa Mesa,US
https://sws.geonames.org/2928635/,49.03363,11.97884,Etterzhausen,DE
https://sws.geonames.org/2850954/,47.74194,8.97098,Radolfzell,DE
https://sws.geonames.org/3687238/,10.39972,-75.51444,Cartagena,CO
https://sws.geonames.org/2946428/,49.04018,9.09386,Bönnigheim,DE
https://sws.geonames.org/6558125/,47.95937,8.49893,Donaueschingen,DE
https://sws.geonames.org/2872047/,50.42849,10.30334,Mellrichstadt,DE
https://sws.geonames.org/3019474/,49.21259,5.64022,Étain,FR
https://sws.geonames.org/2842688/,50.64826,11.36536,Saalfeld,DE
https://sws.geonames.org/2842632/,49.31366,6.75154,Saarlouis,DE
https://sws.geonames.org/3061186/,48.73946,19.15349,Banská Bystrica,SK
https://sws.geonames.org/10629082/,52.47021,9.22581,Rehburg,DE
https://sws.geonames.org/11711626/,46.75631,7.60068,Thun,CH
https://sws.geonames.org/2659072/,46.83386,10.3815,Ramosch,CH
https://sws.geonames.org/2953771/,48.14497,10.25325,Babenhausen,DE
https://sws.geonames.org/2755251/,53.21917,6.56667,Groningen,NL
https://sws.geonames.org/3163269/,62.10766,10.63073,Alvdal,NO
https://sws.geonames.org/6558425/,48.8484,10.50555,Nördlingen,DE
https://sws.geonames.org/3018693/,49.2,3.51667,Fère-en-Tardenois,FR
https://sws.geonames.org/2870288/,51.37637,12.40876,Mockau,DE
https://sws.geonames.org/11625639/,23.15278,85.09258,Sāngor,IN
https://sws.geonames.org/2992260/,49.52096,5.36835,Montmédy,FR
https://sws.geonames.org/4347778/,39.29038,-76.61219,Baltimore,US
https://sws.geonames.org/2856026/,47.99607,11.65907,Otterloh,DE
https://sws.geonames.org/2762372/,46.61028,13.85583,Villach,AT
https://sws.geonames.org/2657908/,47.17242,8.51745,Zug,CH
https://sws.geonames.org/2886414/,52.27278,9.79568,Koldingen,DE
https://sws.geonames.org/2910685/,53.46057,9.98388,Harburg,DE
https://sws.geonames.org/3029090/,42.56604,8.75713,Calvi,FR
https://sws.geonames.org/3011419/,48.07657,7.53489,Kunheim,FR
https://sws.geonames.org/3188380/,46.20917,16.41917,Varaždinske Toplice,HR
https://sws.geonames.org/2954006/,53.46919,7.48232,Aurich,DE
https://sws.geonames.org/6558355/,49.50812,11.43173,Hersbruck,DE
https://sws.geonames.org/3017924/,48.79325,2.29275,Fontenay-aux-Roses,FR
https://sws.geonames.org/767435/,54.08855,21.92227,Kruklanki,PL
https://sws.geonames.org/2767732/,46.60722,14.18167,Reifnitz,AT
https://sws.geonames.org/825895/,54.46642,21.12918,Kurortnoye,RU
https://sws.geonames.org/3333229/,55.94973,-3.19333,Edinburgh,GB
https://sws.geonames.org/3094802/,50.06143,19.93658,Krakow,PL
https://sws.geonames.org/3196410/,43.82695,17.00746,Livno,BA
https://sws.geonames.org/2866906/,51.14987,11.80979,Naumburg,DE
https://sws.geonames.org/758797/,53.32061,20.58204,Smolany Żardawy,PL
https://sws.geonames.org/2937790/,50.93463,6.97495,Deutz,DE
https://sws.geonames.org/2525764/,37.31065,13.57661,Agrigento,IT
https://sws.geonames.org/2658389/,47.57822,8.7512,Thalheim,CH
https://sws.geonames.org/2841693/,51.47221,11.29533,Sangerhausen,DE
https://sws.geonames.org/3032797/,43.48055,-1.55684,Biarritz,FR
https://sws.geonames.org/3127461/,42.34106,-3.70184,Burgos,ES
https://sws.geonames.org/7871707/,48.04261,16.15292,Heiligenkreuz,AT
https://sws.geonames.org/2910271/,51.59872,9.8551,Harste,DE
https://sws.geonames.org/2936985/,50.74114,8.28699,Dillenburg,DE
https://sws.geonames.org/2871813/,48.2656,10.98461,Mering,DE
https://sws.geonames.org/6556726/,49.9461,11.57616,Bayreuth,DE
https://sws.geonames.org/2939927/,51.12821,12.80295,Colditz,DE
https://sws.geonames.org/2485926/,35.69906,-0.63588,Oran,DZ
https://sws.geonames.org/3028641/,43.21649,2.34863,Carcassonne,FR
https://sws.geonames.org/3204306/,45.88344,16.17548,Belovar,HR
https://sws.geonames.org/2953459/,51.35609,11.09977,Bad Frankenhausen,DE
https://sws.geonames.org/2760634/,47.32306,12.79839,Zell am See,AT
https://sws.geonames.org/6558516/,47.57765,9.69199,Lindau (Bodensee),DE
https://sws.geonames.org/2955394/,51.36431,11.29167,Artern,DE
https://sws.geonames.org/2924313/,51.05719,12.55746,Frohburg,DE
https://sws.geonames.org/2843325/,54.41667,13.4,Rügen Island,DE
https://sws.geonames.org/2764340/,47.98333,15.01667,Stiebar,AT
https://sws.geonames.org/2855328/,48.5665,13.43122,Passau,DE
https://sws.geonames.org/7872434/,47.6698,13.78453,Altaussee,AT
https://sws.geonames.org/3056710/,48.82361,17.19093,Vrádište,SK
https://sws.geonames.org/2949489/,51.85826,9.49408,Bevern,DE
https://sws.geonames.org/2779570/,47.15279,11.82212,Finkenberg,AT
https://sws.geonames.org/2861059/,51.16585,10.42163,Oberdorla,DE
https://sws.geonames.org/2842159/,52.00462,11.72531,Salzelmen,DE
https://sws.geonames.org/2887242/,51.27001,12.30183,Knauthain,DE
https://sws.geonames.org/524665/,58.20222,30.58982,Mshaga Yamskaya,RU
https://sws.geonames.org/6558329/,50.052,12.1801,Arzberg,DE
https://sws.geonames.org/2871675/,49.44331,6.63874,Merzig,DE
https://sws.geonames.org/759839/,53.9377,21.54642,Ryn,PL
https://sws.geonames.org/2878788/,51.19249,7.26,Lennep,DE
https://sws.geonames.org/7285161/,47.55773,7.59361,Basel,CH
https://sws.geonames.org/2863840/,50.4336,7.47057,Neuwied,DE
https://sws.geonames.org/2767681/,47.99406,16.52018,Reisenberg,AT
https://sws.geonames.org/6557563/,50.67449,7.19467,Königswinter,DE
https://sws.geonames.org/2925307/,50.06419,8.15312,Frauenstein,DE
https://sws.geonames.org/2843056/,54.7279,9.84793,Rundhof,DE
https://sws.geonames.org/2857451/,54.29576,10.90156,Oldenburg in Holstein,DE
https://sws.geonames.org/2831389/,49.70361,10.02605,Sommerhausen,DE
https://sws.geonames.org/2624439/,54.95201,9.87216,Augustenborg,DK
https://sws.geonames.org/2947535/,53.09984,13.25076,Blumenow,DE
https://sws.geonames.org/760716/,54.1283,21.58697,Radzieje,PL
https://sws.geonames.org/2856975/,51.37505,13.75982,Ortrand,DE
https://sws.geonames.org/2884482/,51.85363,9.96481,Kreiensen,DE
https://sws.geonames.org/2915172/,51.12083,14.44065,Budestecy,DE
https://sws.geonames.org/2946447/,50.73438,7.09549,Bonn,DE
https://sws.geonames.org/2803470/,50.84858,12.08635,Zwötzen,DE
https://sws.geonames.org/2958024/,49.3856,11.3573,Altdorf bei Nurnberg,DE
https://sws.geonames.org/2717198/,59.32513,17.8878,Drottningholm,SE
https://sws.geonames.org/2913366/,51.90693,8.37853,Gütersloh,DE
https://sws.geonames.org/3109718/,43.46472,-3.80444,Santander,ES
https://sws.geonames.org/3065579/,49.72611,15.05292,Soutice,CZ
https://sws.geonames.org/2859577/,53.09011,8.92879,Oberneuland,DE
https://sws.geonames.org/11485420/,9.56348,76.82222,Mukkāli,IN
https://sws.geonames.org/2660718/,46.80237,7.15128,Fribourg,CH
https://sws.geonames.org/3089642/,50.46627,17.17348,Otmuchów,PL
https://sws.geonames.org/2913711/,48.55347,10.37223,Gundelfingen,DE
https://sws.geonames.org/3060972/,48.14816,17.10674,Bratislava,SK
https://sws.geonames.org/2936632/,51.61032,13.55174,Doberlug,DE
https://sws.geonames.org/485699/,54.93987,20.15479,Svetlogorsk,RU
https://sws.geonames.org/11952161/,51.64487,16.1732,Borek,PL
https://sws.geonames.org/3026637/,48.82209,2.41217,Charenton-le-Pont,FR
https://sws.geonames.org/6438625/,49.1868,2.4614,Chantilly,FR
https://sws.geonames.org/6551689/,54.18192,7.89645,Helgoland,DE
https://sws.geonames.org/6558515/,49.7361,10.15984,Kitzingen,DE
https://sws.geonames.org/6556451/,48.57318,13.4506,Passau,DE
https://sws.geonames.org/2924802/,50.33739,8.75591,Friedberg,DE
https://sws.geonames.org/3034475/,43.49316,-1.473,Bayonne,FR
https://sws.geonames.org/7873670/,47.08257,10.22347,St. Anton am Arlberg,AT
https://sws.geonames.org/2929567/,49.59099,11.00783,Erlangen,DE
https://sws.geonames.org/2659696/,45.92202,8.98435,Melano,CH
https://sws.geonames.org/2506259/,23.26961,5.63519,Assekrem,DZ
https://sws.geonames.org/6537171/,45.62499,10.56527,Gardone Riviera,IT
https://sws.geonames.org/2804279/,52.26616,12.28997,Ziesar,DE
https://sws.geonames.org/2951628/,51.28088,11.88289,Bedra,DE
https://sws.geonames.org/2807594/,51.1161,7.39865,Wipperfürth,DE
https://sws.geonames.org/2934996/,51.66105,6.7446,Drevenack,DE
https://sws.geonames.org/4508722/,39.12711,-84.51439,Cincinnati,US
https://sws.geonames.org/2765170/,47.63347,15.82993,Semmering,AT
https://sws.geonames.org/2902533/,50.09019,8.4493,Hofheim am Taunus,DE
https://sws.geonames.org/2624535/,55.47062,9.09746,Askov,DK
https://sws.geonames.org/2780320/,47.46667,10.71667,Ehrenberger Klause,AT
https://sws.geonames.org/2878233/,52.3738,8.45487,Levern,DE
https://sws.geonames.org/2780321/,47.46667,10.7,Ruine Ehrenberg,AT
https://sws.geonames.org/520555/,56.32867,44.00205,Nizhny Novgorod,RU
https://sws.geonames.org/3099201/,51.69746,15.91541,Brzeg Głogowski,PL
https://sws.geonames.org/2952984/,49.89873,10.90067,Bamberg,DE
https://sws.geonames.org/2890880/,51.26171,11.08999,Kindelbrück,DE
https://sws.geonames.org/2976021/,43.31267,-1.58023,Sare,FR
https://sws.geonames.org/2893983/,48.76751,10.79639,Kaisheim,DE
https://sws.geonames.org/2812174/,49.54887,8.66697,Weinheim,DE
https://sws.geonames.org/710400/,49.01701,25.79808,Chortkiv,UA
https://sws.geonames.org/4335045/,29.95465,-90.07507,New Orleans,US
https://sws.geonames.org/2808956/,50.66784,12.60886,Wildenfels,DE
https://sws.geonames.org/2937959/,51.83864,12.24555,Dessau,DE
https://sws.geonames.org/3089772/,53.14687,18.20854,Ostromecko,PL
https://sws.geonames.org/12047391/,59.94048,30.31377,Winter Palace,RU
https://sws.geonames.org/2934835/,51.04247,12.0259,Droyßig,DE
https://sws.geonames.org/3133498/,62.27594,10.78241,Tynset,NO
https://sws.geonames.org/2856883/,52.27264,8.0498,Osnabrück,DE
https://sws.geonames.org/3054638/,47.5,19.08333,Budapest,HU
https://sws.geonames.org/2920620/,48.62219,10.24312,Giengen an der Brenz,DE
https://sws.geonames.org/2896021/,49.30028,9.65303,Ingelfingen,DE
https://sws.geonames.org/2653877/,51.27904,1.07992,Canterbury,GB
https://sws.geonames.org/2925648/,50.67215,8.5722,Frankenbach,DE
https://sws.geonames.org/6541818/,46.42302,12.361,Pieve di Cadore,IT
https://sws.geonames.org/3171173/,43.90921,12.9164,Pesaro,IT
https://sws.geonames.org/6557411/,52.60763,8.3663,Diepholz,DE
https://sws.geonames.org/10299506/,53.57498,10.01485,Boulevard Hotel Hamburg,DE
https://sws.geonames.org/3137245/,59.61709,11.08559,Spydeberg,NO
https://sws.geonames.org/2867489/,49.12318,8.71241,Münzesheim,DE
https://sws.geonames.org/2823807/,50.51713,9.23836,Taufstein,DE
https://sws.geonames.org/776393/,54.21993,21.35347,Barciany,PL
https://sws.geonames.org/2661187/,46.58624,6.60587,Cheseaux-sur-Lausanne,CH
https://sws.geonames.org/2901721/,51.42035,12.44897,Hohenheida,DE
https://sws.geonames.org/2980816/,48.63773,4.94892,Saint-Dizier,FR
https://sws.geonames.org/2953504/,48.7606,8.23975,Baden-Baden,DE
https://sws.geonames.org/2660034/,47.21526,7.79607,Langenthal,CH
https://sws.geonames.org/2834240/,49.38217,8.5823,Schwetzingen,DE
https://sws.geonames.org/3322696/,48.15833,16.47417,Kaiserebersdorf,AT
https://sws.geonames.org/2905293/,51.19954,9.71857,Hessisch Lichtenau,DE
https://sws.geonames.org/3045190/,47.68501,16.59049,Sopron,HU
https://sws.geonames.org/2880499/,52.83226,8.05819,Lankum,DE
https://sws.geonames.org/2917540/,51.09102,6.5827,Grevenbroich,DE
