amount,lat_y,long_y,name_y,country_code_y
2,46.80418,7.15974,Fribourg,CH
2,45.0,34.0,Crimea,UA
2,50.24344,11.9362,Fattigau,DE
2,52.216,13.44909,Zossen,DE
2,48.8555,16.0488,Znojmo,CZ
2,52.48338,13.26586,Grunewald,DE
2,54.03458,13.36898,Grubenhagen,DE
2,53.48162,13.0347,Groß Vielen,DE
2,45.8,24.15,Sibiu,RO
2,51.20618,9.06286,Waldeck,DE
2,39.59828,19.85231,Corfu,GR
2,46.28382,6.16214,Versoix,CH
2,44.67152,20.71648,Grocka,RS
2,47.72674,10.31389,Kempten (Allgäu),DE
2,50.84378,16.48859,Swidnica,PL
2,51.26451,13.9054,Königsbrück,DE
2,54.9079,8.30326,Westerland,DE
2,50.37147,11.83777,Joditz,DE
2,51.22097,18.56964,Wieluń,PL
2,52.54682,19.70638,Płock,PL
2,51.61759,15.31486,Żagań,PL
2,51.5757,10.78469,Ilfeld,DE
2,51.12014,15.28768,Lubań,PL
2,51.05199,13.53657,Wilsdruff,DE
2,47.22982,11.88535,Zell am Ziller,AT
2,51.93548,15.50643,Zielona Góra,PL
2,46.61901,14.03129,Velden am Wörthersee,AT
2,49.93793,11.29153,Hollfeld,DE
2,50.74159,14.31239,Benešov nad Ploučnicí,CZ
2,49.19522,16.60796,Brno,CZ
2,50.16486,10.89784,Welsberg,DE
2,50.87959,4.70093,Leuven,BE
2,48.16667,14.03333,Wels,AT
2,49.49367,10.65265,Markt Erlbach,DE
2,50.86405,8.74152,Goßfelden,DE
2,52.28953,8.91455,Minden,DE
2,50.2278,9.05556,Ronneburg,DE
2,52.2414,9.10255,Bad Eilsen,DE
2,51.37637,12.40876,Mockau,DE
2,47.11547,13.13467,Bad Gastein,AT
2,50.18952,11.78823,Münchberg,DE
2,51.05,13.75,Dresden,DE
2,51.77189,12.63227,Kemberg,DE
2,47.49209,11.09576,Garmisch-Partenkirchen,DE
2,49.2049,9.58,Neuenstein,DE
2,53.67028,13.554,Friedland,DE
2,49.46667,1.43333,La Haye,FR
2,51.03945,14.5356,Neusalza-Spremberg,DE
2,50.07609,12.1265,Thiersheim,DE
2,46.51127,6.49854,Morges,CH
2,43.77649,7.50435,Menton,FR
2,52.8135,12.7644,Fehrbellin,DE
2,46.48945,7.26003,Saanen,CH
2,50.83205,10.66266,Georgenthal,DE
2,52.2316,11.00176,Helmstedt,DE
2,49.70721,7.66765,Meisenheim,DE
2,47.24254,8.72342,Stäfa,CH
2,47.00016,8.01427,Switzerland,CH
1,54.3034,18.69015,Mokry Dwór,PL
1,50.48375,5.86674,Spa,BE
1,48.06965,15.04801,Steinakirchen am Forst,AT
1,47.17274,13.09871,Bad Hofgastein,AT
1,42.88052,-8.54569,Santiago de Compostela,ES
1,47.76667,13.38333,Fürberg,AT
1,42.34106,-3.70184,Burgos,ES
1,47.81667,13.4,Pichl am See,AT
1,47.08333,11.46667,Steinach am Brenner,AT
1,53.89314,11.45286,Wismar,DE
1,52.60532,18.90173,Brześć Kujawski,PL
1,45.64953,13.77678,Trieste,IT
1,40.4165,-3.70256,Madrid,ES
1,47.38333,13.45,Radstadt,AT
1,47.94711,13.59541,Kammer,AT
1,51.78467,14.97196,Lubsko,PL
1,47.06667,15.43333,Graz Stadt,AT
1,51.31066,9.43116,Wilhelmshöhe,DE
1,48.08605,16.28921,Mödling,AT
1,45.24667,19.87944,Petrovaradin,RS
1,48.18623,16.2965,Hietzing,AT
1,53.52998,8.11253,Wilhelmshaven,DE
1,51.76864,15.81396,Siedlisko,PL
1,44.27317,9.39683,Sestri Levante,IT
1,45.33333,14.26667,Grad Opatija,HR
1,43.31822,11.33064,Siena,IT
1,46.26667,11.8,San Martino di Castrozza,IT
1,46.71503,11.65598,Brixen,IT
1,50.59337,16.71038,Budzów,PL
1,44.69825,10.63125,Reggio Emilia,IT
1,46.66817,11.15953,Meran,IT
1,45.03333,6.83333,Abbazia,IT
1,48.3713,13.57412,Andorf,AT
1,48.45704,14.34875,Reichenau im Mühlkreis,AT
1,54.1522,19.40884,Elblag,PL
1,51.66361,16.0845,Głogów,PL
1,42.83333,12.83333,Italy,IT
1,51.76109,18.09102,Kalisz,PL
1,52.19446,14.79567,Cybinka,PL
1,48.62809,15.64058,Rosenburg,AT
1,50.43488,16.66145,Kłodzko,PL
1,43.84052,13.01665,Fano,IT
1,45.45186,9.14586,Milan,IT
1,44.07926,10.09789,Carrara,IT
1,50.86545,15.68367,Cieplice Śląskie Zdrój,PL
1,47.45,12.83333,Mayrhofen,AT
1,51.02574,4.47762,Mechelen,BE
1,51.22047,4.40026,Antwerp,BE
1,52.58713,14.64953,Kostrzyn nad Odrą,PL
1,50.74265,17.24373,Krajno,PL
1,52.43333,13.25,Zehlendorf,DE
1,53.72495,18.93114,Kwidzyn,PL
1,52.20929,17.92994,Lądek,PL
1,46.41147,11.58817,Carezza,IT
1,51.07273,12.15432,Zangenberg,DE
1,48.23333,16.31667,Gemeindebezirk Währing,AT
1,43.30081,-96.59282,Canton,US
1,46.00278,14.03056,Idrija,SI
1,53.21917,6.56667,Groningen,NL
1,56.47489,10.0813,Dronningborg,DK
1,49.13571,20.43352,Kežmarok,SK
1,48.71395,21.25808,Košice,SK
1,55.67907,12.59844,Christiansholm,DK
1,47.0,20.0,Hungary,HU
1,48.3245,21.57383,Sárospatak,HU
1,51.38764,0.50546,Rochester,GB
1,52.38819,-2.25,Kidderminster,GB
1,52.2,0.11667,Cambridge,GB
1,52.2463,0.71111,Bury St,GB
1,48.86519,25.00385,Tlumach,UA
1,47.17242,8.51745,Zug,CH
1,46.67587,7.63972,Wimmis,CH
1,47.0458,21.91833,Oradea,RO
1,46.98271,8.35184,Fürigen,CH
1,48.77667,9.1775,Stuttgart,DE
1,64.0,26.0,Finland,FI
1,60.17556,24.93417,Helsinki,FI
1,47.20791,7.53714,Solothurn,CH
1,50.16587,12.12927,Selb,DE
1,46.41603,9.77504,Sils im Engadin/Segl,CH
1,46.68259,9.31567,Safien Platz,CH
1,53.62017,10.6773,Mölln,DE
1,46.4582,6.33499,Rolle,CH
1,49.4095,8.6935,Heidelberg,DE
1,54.1667,10.3667,Wittmoldt,DE
1,46.83386,10.3815,Ramosch,CH
1,55.24943,9.48771,Haderslev,DK
1,46.63845,6.63525,Echallens,CH
1,46.52986,6.51701,Lonay,CH
1,22.56263,88.36304,Kolkata,IN
1,51.17875,15.17439,Sławnikowice,PL
1,50.28857,9.36404,Bad Soden,DE
1,46.91337,7.09397,Greng,CH
1,47.02534,7.08103,Tschugg,CH
1,53.57358,9.84241,Altona,DE
1,46.75631,7.60068,Thun,CH
1,47.41641,8.08508,Biberstein,CH
1,47.12464,7.25754,Madretsch Süd,CH
1,52.0,20.0,Poland,PL
1,44.80401,20.46513,Belgrade,RS
1,47.91027,10.57484,Kloster Irsee,DE
1,47.86193,15.85065,Gutenstein,AT
1,-6.21462,106.84513,Jakarta,ID
1,53.48462,10.22904,Bergedorf,DE
1,31.22222,121.45806,Shanghai,CN
1,34.6913,135.183,Kobe,JP
1,46.61254,13.8529,Villach,AT
1,44.8458,20.40116,Zemun,RS
1,54.13333,21.28333,Garbno,PL
1,46.6162,7.69798,Scharnachtal,CH
1,53.91264,21.58387,Ławki,PL
1,52.52111,13.29583,Charlottenburg Palace,DE
1,55.43184,11.55547,Sorø,DK
1,55.8225,12.57324,Skodsborg,DK
1,55.33051,8.76966,Ribe,DK
1,55.00186,11.92716,Marienlyst,DK
1,46.98986,9.50077,Pfäfers Dorf,CH
1,50.5603,11.82089,Schleiz,DE
1,50.6912,10.9199,Ilmenau,DE
1,41.53815,-72.80704,Meriden,US
1,54.46405,17.02872,Słupsk,PL
1,46.31682,6.19114,Coppet,CH
1,40.74482,-73.94875,Long Island City,US
1,46.84986,9.53287,Chur,CH
1,46.7421,7.52136,Blumenstein,CH
1,47.00601,9.50266,Bad Ragaz,CH
1,47.02271,-91.67073,Two Harbors,US
1,46.45411,-92.76187,Moose Lake,US
1,45.99413,-95.97672,Elbow Lake,US
1,47.47333,8.30592,Baden,CH
1,47.39254,8.04422,Aarau,CH
1,62.0,15.0,Sweden,SE
1,55.21039,34.29508,Vyazma,RU
1,43.0389,-87.90647,Milwaukee,US
1,57.59125,34.56453,Vyshny Volochyok,RU
1,56.52129,22.88903,Lielauce,LV
1,39.96118,-82.99879,Columbus,US
1,59.65,17.36667,Ekolsund,SE
1,3.92861,-75.55639,Palestrina,CO
1,59.32137,17.88677,Drottningholm Palace,SE
1,55.94973,-3.19333,Edinburgh,GB
1,48.00833,13.71667,Attnang-Puchheim,AT
1,49.96694,9.14778,Kreisfreie Stadt Aschaffenburg,DE
1,52.45833,5.0375,Monnickendam,NL
1,53.18762,5.52175,Lankum,NL
1,54.56689,13.10411,Hiddensee,DE
1,46.80429,9.83723,Davos,CH
1,46.62396,8.03601,Grindelwald,CH
1,46.38318,6.23955,Nyon,CH
1,46.88918,9.83826,Klosters Serneus,CH
1,52.0183,11.724,Schönebeck (Elbe),DE
1,47.12545,7.24033,Nidau,CH
1,50.6333,11.2,Schwarzburg,DE
1,50.7667,10.15,Weilar,DE
1,52.6,12.5,Nennhausen,DE
1,46.98096,9.57527,Malans,CH
1,50.97443,10.33407,Eisenach,DE
1,46.37943,7.62687,Leukerbad,CH
1,45.88576,10.84118,Riva del Garda,IT
1,47.18155,7.36814,Lengnau,CH
1,46.50242,6.69877,Le Châtelard,CH
1,52.40416,13.0385,Sanssouci,DE
1,52.16045,-0.70312,England,GB
1,44.50024,-90.00041,Wisconsin,US
1,46.68387,7.86638,Interlaken,CH
1,47.25983,8.59778,Horgen,CH
1,60.10867,-113.64258,Canada,CA
1,47.26562,29.16667,Dubăsari,MD
1,56.19976,24.12953,Gedučiai,LT
1,47.25288,-122.44429,Tacoma,US
1,47.4229,7.77041,Hölstein,CH
1,56.8125,-132.95556,Petersburg,US
1,46.97965,9.64639,Grüsch,CH
1,59.99541,29.76668,Kronstadt,RU
1,33.64113,-117.91867,Costa Mesa,US
1,37.25022,-119.75126,California,US
1,54.38922,16.97571,Sierakowo Słupskie,PL
1,50.06135,8.52916,Kelsterbach,DE
1,51.16406,16.59508,Środa Śląska,PL
1,51.26159,12.89125,Mutzschen,DE
1,52.41854,10.71631,Fallersleben,DE
1,51.63388,13.70662,Finsterwalde,DE
1,53.1583,12.76628,Flecken Zechlin,DE
1,54.78431,9.43961,Flensburg,DE
1,48.84751,10.37341,Flochberg,DE
1,49.785,8.04,Flonheim,DE
1,48.76907,12.37385,Franken,DE
1,49.54167,8.13889,Neuleiningen,DE
1,53.19425,11.46789,Neuhof,DE
1,51.13181,9.27557,Fritzlar,DE
1,52.5252,11.39523,Gardelegen,DE
1,47.77368,12.14002,Neubeuern,DE
1,52.6,12.5,Nennhausen,DE
1,51.05528,12.69674,Geithain,DE
1,51.45657,7.01228,Essen,DE
1,52.6331,9.31463,Giebichenstein,DE
1,48.62219,10.24312,Giengen an der Brenz,DE
1,50.81987,12.54493,Glauchau,DE
1,50.98622,12.97537,Mittweida,DE
1,51.97204,13.60115,Golßen,DE
1,49.67569,9.00373,Michelstadt,DE
1,51.13333,12.86667,Meuselwitz,DE
1,49.57167,8.13556,Mertesheim,DE
1,49.13705,8.7702,Menzingen,DE
1,54.51188,9.54082,Gottorf,DE
1,52.47436,10.35247,Meinersen,DE
1,49.92946,8.6039,Gräfenhausen,DE
1,50.66309,10.64951,Mehlis,DE
1,50.4133,9.00638,Nidda,DE
1,50.22002,10.99086,Niederfüllbach,DE
1,51.84226,12.64373,Pratau,DE
1,54.51165,13.62722,Dwasieden,DE
1,49.81667,7.5,Dhaun,DE
1,51.23748,12.6121,Pomssen,DE
1,54.16241,10.42333,Plön,DE
1,50.89621,13.66905,Dippoldiswalde,DE
1,53.45821,12.26246,Plau am See,DE
1,50.11749,11.21492,Pfaffendorf,DE
1,53.07583,11.85739,Perleberg,DE
1,48.71804,10.7793,Donauwörth,DE
1,51.51494,7.466,Dortmund,DE
1,50.67583,13.0162,Drebach,DE
1,50.74148,11.79694,Dreitzsch,DE
1,50.93336,12.70422,Penig,DE
1,51.51312,10.25951,Duderstadt,DE
1,47.98044,11.45136,Ebenhausen,DE
1,52.83333,9.16667,Lower Saxony,DE
1,51.1238,11.56045,Eckartsberga,DE
1,48.65882,8.94124,Ehningen,DE
1,50.77486,11.51929,Orlamünde,DE
1,50.83333,10.81667,Ohrdruf,DE
1,49.13333,12.41667,Oberzell,DE
1,49.45193,10.4667,Obernzenn,DE
1,48.96164,10.13173,Ellwangen,DE
1,50.60841,12.16787,Elsterberg,DE
1,51.46043,13.52001,Elsterwerda,DE
1,51.70662,9.99997,Northeim,DE
1,53.59552,7.20639,Norden,DE
1,48.16667,10.51667,Eppishausen,DE
1,50.86667,13.01667,Niederwiesa,DE
1,48.99958,8.80337,Maulbronn,DE
1,23.58413,58.40778,Muscat,OM
1,49.68366,8.67296,Gronau,DE
1,50.32925,7.6107,Horchheim,DE
1,51.6503,11.51146,Hettstedt,DE
1,51.09259,13.38332,Heynitz,DE
1,49.45167,11.31,Leinburg,DE
1,48.73536,8.73568,Hirsau,DE
1,50.4,9.13333,Hirzenhain,DE
1,48.56775,10.42706,Lauingen,DE
1,50.09019,8.4493,Hofheim am Taunus,DE
1,50.09501,12.22008,Hohenberg an der Eger,DE
1,51.34708,7.57526,Hohenlimburg,DE
1,47.55631,10.74085,Hohenschwangau,DE
1,51.25287,12.7252,Hohnstädt,DE
1,51.82798,9.4455,Holzminden,DE
1,53.94874,13.85219,Lassan,DE
1,48.34042,7.86886,Lahr,DE
1,50.67726,11.5795,Kochberg,DE
1,51.77501,9.38155,Höxter,DE
1,50.97796,13.36208,Krummenhennersdorf,DE
1,51.96307,12.7455,Kropstädt,DE
1,53.87751,10.64053,Krempelsdorf,DE
1,47.6926,10.03857,Isny,DE
1,53.92099,9.51529,Itzehoe,DE
1,50.26667,11.85,Konradsreuth,DE
1,51.79337,12.95762,Jessen,DE
1,48.38724,9.66389,Justingen,DE
1,51.18745,11.24488,Kölleda,DE
1,52.26047,13.19284,Kleinbeuthen,DE
1,51.27688,13.6284,Kalkreuth,DE
1,54.11107,13.83193,Karlshagen,DE
1,50.91288,11.30013,Hetschburg,DE
1,50.55,9.0,Hesse,DE
1,49.20201,9.96441,Lendsiedel,DE
1,51.19249,7.26,Lennep,DE
1,51.08288,11.85857,Großgestewitz,DE
1,51.12083,14.44065,Budestecy,DE
1,52.90678,13.53104,Groß Schönebeck,DE
1,51.52829,12.61951,Gruna,DE
1,49.11663,10.75971,Gunzenhausen,DE
1,49.96167,8.22778,Mainz-Marienborn,DE
1,49.19906,0.49988,Normandy,FR
1,51.69445,13.32956,Malitschkendorf,DE
1,51.36667,12.63333,Machern,DE
1,50.89903,6.44452,Hambach,DE
1,51.49885,7.34806,Lütgendortmund,DE
1,53.2579,10.42316,Lüne,DE
1,53.32917,11.49714,Ludwigslust,DE
1,51.21977,7.6273,Lüdenscheid,DE
1,52.09029,13.16772,Luckenwalde,DE
1,49.46132,8.12367,Hardenburg,DE
1,50.67639,12.60813,Härtensdorf,DE
1,49.00361,9.10639,Löchgau,DE
1,54.19579,9.0988,Heide,DE
1,50.89562,11.60191,Lobeda,DE
1,51.09954,14.66738,Löbau,DE
1,50.77106,11.46101,Heilingen,DE
1,51.82326,10.9114,Heimburg,DE
1,50.27917,10.72448,Heldburg,DE
1,51.30208,11.21816,Heldrungen,DE
1,51.65717,12.93831,Lichtenburg,DE
1,50.52085,8.81567,Lich,DE
1,50.69358,11.59229,Pößneck,DE
1,52.04148,12.57803,Raben,DE
1,51.76507,10.97276,Wienrode,DE
1,50.98525,13.58035,Tharandt,DE
1,47.90938,11.2803,Tutzing,DE
1,49.75565,6.63935,Trier,DE
1,47.25395,16.93525,Sárvár,HU
1,47.68501,16.59049,Sopron,HU
1,51.75162,12.75084,Trebitz,DE
1,47.24878,6.01815,Besançon,FR
1,43.5277,-1.46556,Boucau,FR
1,50.91667,11.0,Thuringia,DE
1,46.17185,1.87166,Guéret,FR
1,49.4938,0.10767,Le Havre,FR
1,43.29695,5.38107,Marseille,FR
1,49.11911,6.17269,Metz,FR
1,43.73333,7.41667,Monaco,MC
1,48.04048,7.13933,Munster,FR
1,48.70519,18.91834,Kremnica,SK
1,47.21725,-1.55336,Nantes,FR
1,48.82506,7.40513,Neuwiller-lès-Saverne,FR
1,47.90289,1.90389,Orléans,FR
1,47.84921,12.81919,Teisendorf,DE
1,48.16672,7.29707,Riquewihr,FR
1,43.60426,1.44367,Toulouse,FR
1,50.85952,11.24648,Tannroda,DE
1,48.8534,2.3486,Paris,FR
1,48.81684,11.8498,Abensberg,DE
1,51.40379,11.38689,Allstedt,DE
1,48.36241,8.63309,Sulz am Neckar,DE
1,54.30911,13.0818,Stralsund,DE
1,51.04901,14.07943,Stolpen,DE
1,52.96572,10.56111,Uelzen,DE
1,48.14816,17.10674,Bratislava,SK
1,51.80949,10.33821,Clausthal-Zellerfeld,DE
1,50.38333,13.26667,Kadaň,CZ
1,53.91053,14.24712,Świnoujście,PL
1,51.80705,16.31663,Wschowa,PL
1,53.43991,16.07436,Żabinek,PL
1,51.77818,13.31944,Werchau,DE
1,50.44024,13.32115,Ahníkov,CZ
1,51.27831,11.46872,Wendelstein,DE
1,50.5944,10.42278,Welkershausen,DE
1,50.0,14.5,Bohemia,CZ
1,50.07963,12.37392,Cheb,CZ
1,50.78215,14.21478,Děčín,CZ
1,50.20923,15.83277,Hradec Králové,CZ
1,49.67682,12.15613,Weiden,DE
1,50.77449,12.06028,Weida,DE
1,48.89229,10.61331,Wechingen,DE
1,48.23919,9.60978,Untermarchtal,DE
1,50.08967,17.70385,Krnov,CZ
1,50.27629,13.62459,Líčkov,CZ
1,51.66508,11.47071,Walbeck,DE
1,50.35699,13.79667,Louny,CZ
1,50.20143,14.83281,Lysá nad Labem,CZ
1,51.16172,13.90651,Wachau,DE
1,50.42044,12.18058,Voigtsberg,DE
1,52.17188,8.98785,Varenholz,DE
1,50.23046,14.08693,Slaný,CZ
1,51.00369,14.45258,Šluknov,CZ
1,50.72615,15.60944,Špindlerův Mlýn,CZ
1,31.97766,35.14561,‘Ayn ash Shunnār,PS
1,48.49107,9.40009,Bad Urach,DE
1,52.03143,9.1256,Alverdissen,DE
1,49.64437,9.22178,Amorbach,DE
1,53.47987,12.96696,Ankershagen,DE
1,52.10343,8.30211,Borgholzhausen,DE
1,52.17291,14.24597,Beeskow,DE
1,52.14184,12.59272,Bad Belzig,DE
1,47.63236,13.00187,Berchtesgaden,DE
1,52.34719,13.10532,Bergholz-Rehbrücke,DE
1,51.79479,12.58954,Bergwitz,DE
1,54.41667,13.4,Rügen Island,DE
1,51.04736,14.82784,Bernstadt,DE
1,50.73779,7.13445,Beuel,DE
1,50.35,9.3,Birstein,DE
1,51.62355,12.32395,Bitterfeld-Wolfen,DE
1,50.96442,12.35605,Romschütz,DE
1,53.26403,13.60832,Boitzenburg,DE
1,51.07392,8.75665,Rodenbach,DE
1,53.58094,6.69153,Borkum,DE
1,50.92554,10.98391,Stedten,DE
1,52.18604,9.07917,Rinteln,DE
1,51.30777,13.29168,Riesa,DE
1,54.30663,9.66313,Rendsburg,DE
1,48.88701,11.16892,Rebdorf,DE
1,49.12426,8.59804,Bruchsal,DE
1,52.19766,12.76868,Brück,DE
1,52.10677,11.64044,Buckau,DE
1,52.60659,12.33696,Rathenow,DE
1,51.13999,7.15028,Burg,DE
1,51.12227,11.41721,Buttstädt,DE
1,48.71419,8.74031,Calw,DE
1,51.05524,11.70967,Camburg,DE
1,52.51667,13.28333,Charlottenburg,DE
1,51.35274,7.87657,Sanssouci,DE
1,51.01391,8.64603,Battenberg,DE
1,54.07417,10.62736,Barkau,DE
1,53.29354,10.38811,Bardowick,DE
1,48.00193,11.34416,Starnberg,DE
1,51.38333,8.08333,Arnsberg,DE
1,50.72944,11.74916,Arnshaugk,DE
1,53.59337,9.47629,Stade,DE
1,51.37982,9.01445,Bad Arolsen,DE
1,51.36431,11.29167,Artern,DE
1,53.77759,13.5168,Spantekow,DE
1,50.2967,8.81568,Assenheim,DE
1,49.93556,8.38167,Astheim,DE
1,49.69201,11.63327,Auerbach,DE
1,50.51155,12.40083,Auerbach,DE
1,51.11644,9.6627,Spangenberg,DE
1,50.70044,11.89958,Auma,DE
1,51.81462,12.53212,Selbitz,DE
1,52.10879,12.19564,Schweinitz,DE
1,52.7873,14.0304,Bad Freienwalde,DE
1,51.87167,10.02537,Bad Gandersheim,DE
1,50.87197,9.70891,Bad Hersfeld,DE
1,50.22683,8.61816,Bad Homburg,DE
1,49.8414,7.86713,Bad Kreuznach,DE
1,51.10771,10.646,Bad Langensalza,DE
1,51.51826,13.39459,Bad Liebenwerda,DE
1,51.55051,14.7124,Bad Muskau,DE
1,50.61745,11.69477,Schöndorf,DE
1,51.68516,12.73483,Bad Schmiedeberg,DE
1,50.14196,8.06964,Bad Schwalbach,DE
1,52.47517,13.29071,Schmargendorf,DE
1,47.22457,9.12271,Rollenberg,CH
