amount,lat_y,long_y,name_y,country_code_y
6,48.55923,9.06218,Bebenhausen,DE
6,51.27561,8.873,Korbach,DE
6,51.29886,11.43435,Roßleben,DE
6,52.38084,4.63683,Haarlem,NL
6,53.55698,9.8059,Blankenese,DE
6,44.91417,13.76222,Brijuni,HR
6,52.41667,12.55,Brandenburg,DE
5,51.50047,11.96067,Giebichenstein,DE
5,51.28951,13.5335,Großenhain,DE
5,50.4147,12.1695,Oelsnitz,DE
5,49.96115,12.72872,Výhledy [Mariánské Lázně-Úšovice],CZ
5,51.01912,12.57475,Gnandstein,DE
5,47.54612,9.68431,Lindau,DE
5,49.66148,8.99402,Erbach im Odenwald,DE
5,51.75185,11.97093,Köthen,DE
5,51.33645,6.55381,Krefeld,DE
5,50.10123,10.86775,Lahm,DE
5,50.78312,13.82365,Lauenstein,DE
5,53.36745,7.20778,Emden,DE
5,50.33739,8.75591,Friedberg,DE
5,52.02786,8.89901,Lemgo,DE
5,60.45148,22.26869,Turku,FI
5,51.57558,8.10619,Soest,DE
5,51.19989,11.06914,Weißensee,DE
5,51.87437,12.60603,Lutherstadt Wittenberg,DE
5,47.85648,13.34908,Mondsee,AT
5,43.70853,10.4036,Pisa,IT
5,48.08611,16.24809,Hinterbrühl,AT
5,47.64252,13.61609,Bad Goisern am Hallstättersee,AT
5,51.98589,9.25246,Bad Pyrmont,DE
5,51.05,3.71667,Ghent,BE
5,50.81569,10.35123,Bad Liebenstein,DE
5,47.40782,9.46498,Trogen,CH
5,54.05275,13.77201,Wolgast,DE
5,50.90265,17.83751,Pokój,PL
5,52.24751,15.53355,Gmina Świebodzin,PL
5,49.759,9.50852,Wertheim am Main,DE
5,47.6667,8.9,Öhningen,DE
5,53.14118,8.21467,Oldenburg,DE
5,47.49835,19.04045,Budapest,HU
5,50.8912,12.24874,Löbichau,DE
5,49.50274,10.41539,Bad Windsheim,DE
5,51.96711,11.88261,Barby,DE
5,48.49144,9.20427,Reutlingen,DE
5,49.01701,25.79808,Chortkiv,UA
5,47.21526,7.79607,Langenthal,CH
5,49.89738,8.84613,Dieburg,DE
5,51.71905,8.75439,Paderborn,DE
4,46.49067,11.33982,Bolzano,IT
4,51.14125,11.82975,Naumburg (Saale),DE
4,48.24121,-122.37071,Stanwood,US
4,51.14188,9.06183,Kleinern,DE
4,53.9168,30.3449,Mogilev,BY
4,49.91099,15.38972,Čáslav,CZ
4,50.40973,12.92445,Boží Dar,CZ
4,53.55,10.0,"Hamburg, Freie und Hansestadt",DE
4,49.73973,10.15072,Kitzingen,DE
4,47.81073,11.13413,Polling,DE
4,50.89827,10.55791,Waltershausen,DE
4,46.17086,8.79953,Locarno,CH
4,50.3607,11.90455,Zedtwitz,DE
4,51.3707,12.73939,Wurzen,DE
4,50.21773,8.26679,Idstein,DE
4,50.89772,14.80764,Zittau,DE
4,52.96389,14.42797,Chojna,PL
4,-34.61315,-58.37723,Buenos Aires,AR
4,51.69051,10.85373,Hasselfelde,DE
4,47.80485,16.23196,Wiener Neustadt,AT
4,50.45223,11.6393,Bad Lobenstein,DE
4,51.26418,15.5697,Bolesławiec,PL
4,49.59552,17.25175,Olomouc,CZ
4,47.23333,12.81667,Fusch an der Grossglocknerstrasse,AT
4,46.45472,11.26178,San Michele,IT
4,50.33868,10.38625,Waltershausen,DE
4,56.03606,12.6136,Elsinore,DK
4,47.16667,27.6,Iasi,RO
4,51.85837,8.28386,Rheda,DE
4,51.5916,12.54913,Schnaditz,DE
4,51.89974,13.41065,Gebersdorf,DE
4,48.73218,11.18709,Neuburg an der Donau,DE
4,51.47221,11.29533,Sangerhausen,DE
4,45.64861,25.60613,Brasov,RO
4,41.01384,28.94966,Istanbul,TR
4,50.15422,7.70458,Rheinfels Castle,DE
4,51.75769,14.32888,Cottbus,DE
4,50.76269,12.79876,Seifersdorf,DE
4,51.1221,13.11027,Döbeln,DE
4,51.0073,13.87565,Pillnitz,DE
4,54.26667,9.85,Emkendorf,DE
4,48.88436,8.69892,Pforzheim,DE
4,51.64071,12.8794,Dommitzsch,DE
4,48.99839,21.23393,Prešov,SK
4,50.25244,11.05422,Oberfüllbach,DE
4,51.14349,11.75254,Schulpforte,DE
4,51.1907,12.52696,Trages,DE
4,48.80359,2.13424,Versailles,FR
4,50.29301,2.78186,Arras,FR
4,48.70354,9.65209,Göppingen,DE
4,51.17646,14.75623,Meuselwitz,DE
4,50.87481,8.02431,Siegen,DE
4,48.82495,7.48117,Bouxwiller,FR
4,48.76826,7.85406,Bischwiller,FR
3,45.33658,14.30782,Opatija,HR
3,46.05108,14.50513,Ljubljana,SI
3,50.95194,1.85635,Calais,FR
3,-34.90328,-56.18816,Montevideo,UY
3,42.00027,-93.50049,Iowa,US
3,46.32063,9.39816,Chiavenna,IT
3,50.80651,11.58516,Kahla,DE
3,47.59721,-97.89398,Sharon,US
3,50.28333,11.95,Döhlau,DE
3,47.5,19.08333,Pest,HU
3,49.18232,16.38787,Rosice,CZ
3,46.75112,7.57218,Thierachern,CH
3,49.82641,11.8382,Neustadt am Kulm,DE
3,51.25083,7.14816,Elberfeld,DE
3,52.3407,9.36717,Bad Nenndorf,DE
3,51.64189,11.1433,Harzgerode,DE
3,50.30853,9.78985,Bad Brückenau,DE
3,50.73108,8.99644,Homberg (Ohm),DE
3,48.62423,9.82736,Geislingen an der Steige,DE
3,50.89982,11.28245,Bad Berka,DE
3,50.86079,17.4674,Brzeg,PL
3,48.22533,12.67665,Altötting,DE
3,62.27594,10.78241,Tynset,NO
3,63.43049,10.39506,Trondheim,NO
3,50.47379,17.33437,Nysa,PL
3,51.21338,17.38986,Oleśnica,PL
3,50.65778,12.19918,Greiz,DE
3,46.54133,11.55868,Siusi,IT
3,59.72333,30.41583,Tsarskoye Selo,RU
3,48.04478,30.84784,Pervomaysk,UA
3,46.26724,6.15561,Genthod,CH
3,43.54427,10.32615,Livorno,IT
3,50.96639,7.00384,Mülheim,DE
3,44.35916,11.7132,Imola,IT
3,46.61472,31.54505,Ochakiv,UA
3,51.72892,12.45651,Gräfenhainichen,DE
3,52.11304,11.63311,Kloster Berge,DE
3,50.02542,11.39348,Thurnau,DE
3,53.61702,10.68742,Mölln,DE
3,49.03095,10.97221,Weißenburg in Bayern,DE
3,55.70584,13.19321,Lund,SE
3,55.4904,9.47216,Kolding,DK
3,50.12542,8.6089,Rödelheim,DE
3,51.85245,13.70735,Luckau,DE
3,47.7,15.83333,Reichenau an der Rax,AT
3,48.20769,16.37049,Inner city,AT
3,48.85851,8.20965,Rastatt,DE
3,53.31625,13.86261,Prenzlau,DE
3,46.49937,9.84327,Saint Moritz,CH
3,49.17806,9.505,Pfedelbach,DE
3,48.22387,16.35641,Gemeindebezirk Alsergrund,AT
3,49.95076,7.11562,Traben-Trarbach,DE
3,47.7123,11.7582,Tegernsee,DE
3,38.71667,-9.13333,Lisbon,PT
3,49.89611,10.72581,Trabelsdorf,DE
3,47.11728,9.14867,Obstalden,CH
3,49.23498,9.33215,Neuenstadt am Kocher,DE
3,49.19884,9.5072,Öhringen,DE
3,48.19811,16.39482,Gemeindebezirk Landstrasse,AT
3,51.07965,11.247,Neumark,DE
3,49.28028,11.46278,Neumarkt in der Oberpfalz,DE
3,52.92815,12.80311,Neuruppin,DE
3,47.60972,8.2375,Koblenz,CH
3,46.99179,6.931,Neuchâtel,CH
3,52.07388,12.68947,Niemegk,DE
3,47.05048,8.30635,Lucerne,CH
3,53.3613,13.07292,Neustrelitz,DE
3,51.15743,12.9279,Leisnig,DE
3,46.01008,8.96004,Lugano,CH
3,26.92177,75.97646,Naila,IN
3,47.71667,13.48333,Strobl,AT
3,49.17399,10.03494,Wollmershausen,DE
3,52.34992,4.62301,Heemstede,NL
3,52.06866,4.28635,Gemeente Den Haag,NL
3,51.15949,13.88094,Seifersdorf,DE
3,50.09322,8.10312,Schlangenbad,DE
3,51.52517,14.00164,Senftenberg,DE
3,50.73604,12.37534,Werdau,DE
3,51.34103,9.8554,Witzenhausen,DE
3,50.98333,11.43333,Wiegendorf,DE
3,50.34891,9.52532,Schlüchtern,DE
2,50.80434,6.49299,Düren,DE
2,48.5665,13.43122,Passau,DE
2,52.26448,9.76436,Pattensen,DE
2,51.72379,13.38304,Schlieben,DE
2,59.37722,28.19028,Narva,EE
2,51.43247,6.76516,Duisburg,DE
2,54.68916,25.2798,Vilnius,LT
2,50.80019,7.20769,Siegburg,DE
2,59.43696,24.75353,Tallinn,EE
2,43.93064,10.92365,Pistoia,IT
2,47.64168,15.86924,Maria Schutz,AT
2,53.79644,-1.5477,Leeds,GB
2,51.00736,11.6633,Dornburg,DE
2,47.50027,-100.00068,North Dakota,US
2,54.59222,22.19972,Gusev,RU
2,52.25,5.75,Netherlands,NL
2,39.95238,-75.16362,Philadelphia,US
2,48.06833,16.35607,Laxenburg,AT
2,53.93171,11.71365,Teplitz,DE
2,49.99036,10.24776,Schwebheim,DE
2,53.64866,7.61267,Esens,DE
2,45.62499,10.56527,Gardone Riviera,IT
2,46.66812,11.16127,Merano,IT
2,46.72493,12.22109,Dobbiaco/Toblach,IT
2,51.38652,11.86956,Bad Lauchstädt,DE
2,48.68439,6.18496,Nancy,FR
2,48.15853,11.49857,Nymphenburg,DE
2,49.33047,11.02346,Schwabach,DE
2,51.59174,12.58492,Bad Düben,DE
2,52.01682,11.7307,Schönebeck,DE
2,47.53973,8.76931,Oberwinterthur (Kreis 2) / Mörsburg,CH
2,51.02237,11.47918,Oberroßla,DE
2,52.12967,13.6196,Teupitz,DE
2,50.81342,10.2361,Bad Salzungen,DE
2,51.62578,13.56232,Doberlug-Kirchhain,DE
2,54.37846,13.69394,Sellin,DE
2,51.12094,12.0241,Teuchern,DE
2,55.78874,49.12214,Kazan’,RU
2,53.33306,-6.24889,Dublin,IE
2,51.05663,11.27146,Stedten am Ettersberg,DE
2,46.25024,-94.25055,Minnesota,US
2,51.5579,12.21276,Brehna,DE
2,44.97997,-93.26384,Minneapolis,US
2,51.28088,11.88289,Bedra,DE
2,48.21123,13.48855,Ried im Innkreis,AT
2,50.15,9.03333,Rodenbach,DE
2,46.57161,14.70872,Steben,AT
2,51.79025,10.95509,Blankenburg,DE
2,51.75742,11.46084,Aschersleben,DE
2,56.65,23.71278,Jelgava,LV
2,49.98167,11.61389,Bindlach,DE
2,48.95336,9.13644,Bietigheim,DE
2,50.77083,6.01806,Vaals,NL
2,52.03333,8.53333,Bielefeld,DE
2,50.0415,8.24878,Biebrich,DE
2,52.42683,12.2082,Roßdorf,DE
2,51.85826,9.49408,Bevern,DE
2,52.00462,11.72531,Salzelmen,DE
2,50.99556,9.72838,Rotenburg an der Fulda,DE
2,52.85435,11.1525,Salzwedel,DE
2,50.43109,7.40425,Andernach,DE
2,47.18333,11.41667,Schönberg im Stubaital,AT
2,50.94217,11.75635,Bürgel,DE
2,48.58153,10.49527,Dillingen an der Donau,DE
2,44.79935,10.32618,Parma,IT
2,49.6,10.63333,Diespeck,DE
2,47.29891,9.57862,Meiningen,AT
2,33.15809,-117.35059,Carlsbad,US
2,49.50126,11.74598,Sulzbach-Rosenberg,DE
2,51.52546,12.34284,Delitzsch,DE
2,51.64333,4.75417,Terheijden,NL
2,51.71466,12.80663,Pretzsch,DE
2,51.30139,13.02002,Collm,DE
2,47.74194,8.97098,Radolfzell,DE
2,53.04704,13.44237,Storkow,DE
2,54.84568,8.2933,Rantum,DE
2,44.64783,10.92539,Modena,IT
2,51.54508,9.53605,Sababurg,DE
2,51.74402,13.95329,Kalawa,DE
2,51.57426,10.95582,Stolberg,DE
2,51.47663,12.0323,Büschdorf,DE
2,49.20379,12.04452,Burglengenfeld,DE
2,55.03111,22.02639,Neman,RU
2,51.03395,11.2795,Ettersburg,DE
2,52.92343,9.23491,Verden an der Aller,DE
2,54.35766,19.68029,Frombork,PL
2,49.33572,10.78741,Heilsbronn,DE
2,47.82094,9.3128,Heiligenberg,DE
2,47.68105,8.74479,Diessenhofen,CH
2,53.96849,14.77262,Kamień Pomorski,PL
2,51.86217,13.95168,Lubnjow,DE
2,51.27521,13.14034,Zöschau,DE
2,50.41135,14.90318,Mladá Boleslav,CZ
2,50.70618,11.32082,Volkstedt,DE
2,50.11633,9.89143,Hammelburg,DE
