key,hash_id,cor_title,place_sender_name,place_sender_ref,sender_name,sender_ref,place_receiver_name,place_receiver_ref,receiver_name,receiver_ref,year,lat_x,long_x,name_x,country_code_x,lat_y,long_y,name_y,country_code_y,distance,path,path_count,path_norm
gen_id__0,1955_Freud_an_Schnitzler,"Freud, Sigmund: Briefe an Arthur Schnitzler. Hg. v. Heinrich Schnitzler. In: Neue deutsche Rundschau, Jg. 66/1(1955), S. 95–106. https://shared.acdh.oeaw.ac.at/schnitzler-briefe/1955_Freud-an-Schnitzler.pdf",Wien,https://sws.geonames.org/2761369/,Sigmund Freud,https://d-nb.info/gnd/118535315,Wien,https://sws.geonames.org/2761369/,Arthur Schnitzler,https://d-nb.info/gnd/118609807,conj,48.20849,16.37208,Vienna,AT,48.20849,16.37208,Vienna,AT,0.0,https://sws.geonames.org/2761369/__https://sws.geonames.org/2761369/,1197,0.1069576104453586
gen_id__0,1970_Schnitzler_Waissnix,"Arthur Schnitzler und Olga Waissnix: Liebe, die starb vor der Zeit. Ein Briefwechsel. Mit einem Vorwort von Hans Weigel. Mit 16 Seiten Kunstdruckbildern. Hg. v. Therese Nickl und Heinrich Schnitzler. Wien, München, Zürich: Verlag Fritz Molden 1970. (PDF: https://schnitzler-briefe.acdh.oeaw.ac.at)",Reichenau,https://sws.geonames.org/2767773/,Olga Waissnix,https://d-nb.info/gnd/118628526,Bad Ischl,https://sws.geonames.org/2782052/,Arthur Schnitzler,https://d-nb.info/gnd/118609807,low,48.45704,14.34875,Reichenau im Mühlkreis,AT,47.71109,13.61893,Bad Ischl,AT,99.17669987456516,https://sws.geonames.org/2767773/__https://sws.geonames.org/2782052/,1,0.0
gen_id__61,1970_Schnitzler_Waissnix,"Arthur Schnitzler und Olga Waissnix: Liebe, die starb vor der Zeit. Ein Briefwechsel. Mit einem Vorwort von Hans Weigel. Mit 16 Seiten Kunstdruckbildern. Hg. v. Therese Nickl und Heinrich Schnitzler. Wien, München, Zürich: Verlag Fritz Molden 1970. (PDF: https://schnitzler-briefe.acdh.oeaw.ac.at)","Wiener
                        Neustadt",https://sws.geonames.org/2761353/,Olga Waissnix,https://d-nb.info/gnd/118628526,Bad Ischl,https://sws.geonames.org/2782052/,Arthur Schnitzler,https://d-nb.info/gnd/118609807,1887,47.80485,16.23196,Wiener Neustadt,AT,47.71109,13.61893,Bad Ischl,AT,196.17638107879816,https://sws.geonames.org/2761353/__https://sws.geonames.org/2782052/,1,0.0
gen_id__68,1970_Schnitzler_Waissnix,"Arthur Schnitzler und Olga Waissnix: Liebe, die starb vor der Zeit. Ein Briefwechsel. Mit einem Vorwort von Hans Weigel. Mit 16 Seiten Kunstdruckbildern. Hg. v. Therese Nickl und Heinrich Schnitzler. Wien, München, Zürich: Verlag Fritz Molden 1970. (PDF: https://schnitzler-briefe.acdh.oeaw.ac.at)",Reichenau,https://sws.geonames.org/2767773/,"Olga
                        Waissnix",https://d-nb.info/gnd/118628526,Wien,https://sws.geonames.org/2761369/,Arthur Schnitzler,https://d-nb.info/gnd/118609807,1887,48.45704,14.34875,Reichenau im Mühlkreis,AT,48.20849,16.37208,Vienna,AT,152.53795374112028,https://sws.geonames.org/2767773/__https://sws.geonames.org/2761369/,4,0.0002682883205151
gen_id__171,1970_Schnitzler_Waissnix,"Arthur Schnitzler und Olga Waissnix: Liebe, die starb vor der Zeit. Ein Briefwechsel. Mit einem Vorwort von Hans Weigel. Mit 16 Seiten Kunstdruckbildern. Hg. v. Therese Nickl und Heinrich Schnitzler. Wien, München, Zürich: Verlag Fritz Molden 1970. (PDF: https://schnitzler-briefe.acdh.oeaw.ac.at)",Wien,https://sws.geonames.org/2761369/,Arthur Schnitzler,https://d-nb.info/gnd/118609807,Reichenau,https://sws.geonames.org/2767773/,"Charles
                        Waißnix",https://d-nb.info/gnd/1206963379,1890,48.20849,16.37208,Vienna,AT,48.45704,14.34875,Reichenau im Mühlkreis,AT,152.53795374112028,https://sws.geonames.org/2761369/__https://sws.geonames.org/2767773/,1,0.0
gen_id__228,1970_Schnitzler_Waissnix,"Arthur Schnitzler und Olga Waissnix: Liebe, die starb vor der Zeit. Ein Briefwechsel. Mit einem Vorwort von Hans Weigel. Mit 16 Seiten Kunstdruckbildern. Hg. v. Therese Nickl und Heinrich Schnitzler. Wien, München, Zürich: Verlag Fritz Molden 1970. (PDF: https://schnitzler-briefe.acdh.oeaw.ac.at)",Bad Hall,https://sws.geonames.org/2782054/,Olga Waissnix,https://d-nb.info/gnd/118628526,Wien,https://sws.geonames.org/2761369/,Arthur Schnitzler,https://d-nb.info/gnd/118609807,1893,48.03832,14.20773,Bad Hall,AT,48.20849,16.37208,Vienna,AT,162.23145254521827,https://sws.geonames.org/2782054/__https://sws.geonames.org/2761369/,1,0.0
gen_id__8,1972_Schnitzler_Auernheimer,"The Correspondence of Arthur Schnitzler and Raoul Auernheimer with Raoul Auernheimer’s Aphorism. Edited with introduction and notes by Donald G. Daviau and Jorun B. Johns. Chapel Hill: The University of North Carolina Press, 1972 (University of North Carolina Studies in the Germanic Languages and Literatures, 73).",Wien,https://sws.geonames.org/2761369/,"Auernheimer, Raoul",https://d-nb.info/gnd/118505033,Welsberg-Taisten,https://sws.geonames.org/3173140/,"Schnitzler, Arthur",https://d-nb.info/gnd/118609807,1907,48.20849,16.37208,Vienna,AT,46.75774,12.10556,Welsberg-Taisten,IT,359.67239372300673,https://sws.geonames.org/2761369/__https://sws.geonames.org/3173140/,1,0.0
gen_id__9,1972_Schnitzler_Auernheimer,"The Correspondence of Arthur Schnitzler and Raoul Auernheimer with Raoul Auernheimer’s Aphorism. Edited with introduction and notes by Donald G. Daviau and Jorun B. Johns. Chapel Hill: The University of North Carolina Press, 1972 (University of North Carolina Studies in the Germanic Languages and Literatures, 73).",Hinterbrühl,https://sws.geonames.org/2776358/,"Schnitzler, Arthur",https://d-nb.info/gnd/118609807,Wien,https://sws.geonames.org/2761369/,"Auernheimer, Raoul",https://d-nb.info/gnd/118505033,1908,48.08611,16.24809,Hinterbrühl,AT,48.20849,16.37208,Vienna,AT,16.440791191980825,https://sws.geonames.org/2776358/__https://sws.geonames.org/2761369/,6,0.0004471472008585
gen_id__10,1972_Schnitzler_Auernheimer,"The Correspondence of Arthur Schnitzler and Raoul Auernheimer with Raoul Auernheimer’s Aphorism. Edited with introduction and notes by Donald G. Daviau and Jorun B. Johns. Chapel Hill: The University of North Carolina Press, 1972 (University of North Carolina Studies in the Germanic Languages and Literatures, 73).",Rom,https://sws.geonames.org/3169070/,"Auernheimer, Raoul",https://d-nb.info/gnd/118505033,Wien,https://sws.geonames.org/2761369/,"Schnitzler, Arthur",https://d-nb.info/gnd/118609807,1909,41.89193,12.51133,Rome,IT,48.20849,16.37208,Vienna,AT,764.7741725205531,https://sws.geonames.org/3169070/__https://sws.geonames.org/2761369/,11,0.000894294401717
gen_id__11,1972_Schnitzler_Auernheimer,"The Correspondence of Arthur Schnitzler and Raoul Auernheimer with Raoul Auernheimer’s Aphorism. Edited with introduction and notes by Donald G. Daviau and Jorun B. Johns. Chapel Hill: The University of North Carolina Press, 1972 (University of North Carolina Studies in the Germanic Languages and Literatures, 73).","Madonna di
                        Campiglio",https://sws.geonames.org/3174326/,"Auernheimer, Raoul",https://d-nb.info/gnd/118505033,Edlach,https://sws.geonames.org/2780428/,"Schnitzler, Arthur",https://d-nb.info/gnd/118609807,1909,46.22671,10.82582,Madonna di Campiglio,IT,47.69255,15.80915,Edlach an der Rax,AT,412.72073221394027,https://sws.geonames.org/3174326/__https://sws.geonames.org/2780428/,1,0.0
gen_id__22,1972_Schnitzler_Auernheimer,"The Correspondence of Arthur Schnitzler and Raoul Auernheimer with Raoul Auernheimer’s Aphorism. Edited with introduction and notes by Donald G. Daviau and Jorun B. Johns. Chapel Hill: The University of North Carolina Press, 1972 (University of North Carolina Studies in the Germanic Languages and Literatures, 73).",Altaussee,https://sws.geonames.org/2782724/,"Auernheimer, Raoul",https://d-nb.info/gnd/118505033,Brioni,https://sws.geonames.org/3203301/,"Schnitzler, Arthur",https://d-nb.info/gnd/118609807,1912,47.63844,13.76278,Altaussee,AT,44.91417,13.76222,Brijuni,HR,302.8208879737454,https://sws.geonames.org/2782724/__https://sws.geonames.org/3203301/,1,0.0
gen_id__35,1972_Schnitzler_Auernheimer,"The Correspondence of Arthur Schnitzler and Raoul Auernheimer with Raoul Auernheimer’s Aphorism. Edited with introduction and notes by Donald G. Daviau and Jorun B. Johns. Chapel Hill: The University of North Carolina Press, 1972 (University of North Carolina Studies in the Germanic Languages and Literatures, 73).",Semmering,https://sws.geonames.org/2765170/,"Auernheimer, Raoul",https://d-nb.info/gnd/118505033,Bad Gastein,https://sws.geonames.org/2782058/,"Schnitzler, Arthur",https://d-nb.info/gnd/118609807,1917,47.63347,15.82993,Semmering,AT,47.11547,13.13467,Bad Gastein,AT,211.5312580248533,https://sws.geonames.org/2765170/__https://sws.geonames.org/2782058/,1,0.0
gen_id__39,1972_Schnitzler_Auernheimer,"The Correspondence of Arthur Schnitzler and Raoul Auernheimer with Raoul Auernheimer’s Aphorism. Edited with introduction and notes by Donald G. Daviau and Jorun B. Johns. Chapel Hill: The University of North Carolina Press, 1972 (University of North Carolina Studies in the Germanic Languages and Literatures, 73).",Nürnberg,https://sws.geonames.org/2861650/,"Schnitzler, Arthur",https://d-nb.info/gnd/118609807,Wien,https://sws.geonames.org/2761369/,"Auernheimer, Raoul",https://d-nb.info/gnd/118505033,1922,49.45421,11.07752,Nuremberg,DE,48.20849,16.37208,Vienna,AT,412.5568370663614,https://sws.geonames.org/2861650/__https://sws.geonames.org/2761369/,2,8.942944017170452e-05
gen_id__40,1972_Schnitzler_Auernheimer,"The Correspondence of Arthur Schnitzler and Raoul Auernheimer with Raoul Auernheimer’s Aphorism. Edited with introduction and notes by Donald G. Daviau and Jorun B. Johns. Chapel Hill: The University of North Carolina Press, 1972 (University of North Carolina Studies in the Germanic Languages and Literatures, 73).",Oosterbeeck,https://sws.geonames.org/2749503/,"Schnitzler, Arthur",https://d-nb.info/gnd/118609807,Wien,https://sws.geonames.org/2761369/,"Auernheimer, Raoul",https://d-nb.info/gnd/118505033,1922,51.98583,5.84583,Oosterbeek,NL,48.20849,16.37208,Vienna,AT,861.2559593838572,https://sws.geonames.org/2749503/__https://sws.geonames.org/2761369/,1,0.0
gen_id__42,1972_Schnitzler_Auernheimer,"The Correspondence of Arthur Schnitzler and Raoul Auernheimer with Raoul Auernheimer’s Aphorism. Edited with introduction and notes by Donald G. Daviau and Jorun B. Johns. Chapel Hill: The University of North Carolina Press, 1972 (University of North Carolina Studies in the Germanic Languages and Literatures, 73).",Baden-Baden,https://sws.geonames.org/2953504/,"Schnitzler, Arthur",https://d-nb.info/gnd/118609807,Wien,https://sws.geonames.org/2761369/,"Auernheimer, Raoul",https://d-nb.info/gnd/118505033,1923,48.7606,8.23975,Baden-Baden,DE,48.20849,16.37208,Vienna,AT,604.0072701119964,https://sws.geonames.org/2953504/__https://sws.geonames.org/2761369/,1,0.0
gen_id__44,1972_Schnitzler_Auernheimer,"The Correspondence of Arthur Schnitzler and Raoul Auernheimer with Raoul Auernheimer’s Aphorism. Edited with introduction and notes by Donald G. Daviau and Jorun B. Johns. Chapel Hill: The University of North Carolina Press, 1972 (University of North Carolina Studies in the Germanic Languages and Literatures, 73).",Matzleinsdorf ,https://sws.geonames.org/2771792/,"Auernheimer, Raoul",https://d-nb.info/gnd/118505033,Wien,https://sws.geonames.org/2761369/,"Schnitzler, Arthur",https://d-nb.info/gnd/118609807,1924,48.2,15.26667,Matzleinsdorf,AT,48.20849,16.37208,Vienna,AT,82.17019270030593,https://sws.geonames.org/2771792/__https://sws.geonames.org/2761369/,1,0.0
gen_id__45,1972_Schnitzler_Auernheimer,"The Correspondence of Arthur Schnitzler and Raoul Auernheimer with Raoul Auernheimer’s Aphorism. Edited with introduction and notes by Donald G. Daviau and Jorun B. Johns. Chapel Hill: The University of North Carolina Press, 1972 (University of North Carolina Studies in the Germanic Languages and Literatures, 73).",Luzern,https://sws.geonames.org/2659811/,"Schnitzler, Arthur",https://d-nb.info/gnd/118609807,Wien,https://sws.geonames.org/2761369/,"Auernheimer, Raoul",https://d-nb.info/gnd/118505033,1924,47.05048,8.30635,Lucerne,CH,48.20849,16.37208,Vienna,AT,619.4129493633995,https://sws.geonames.org/2659811/__https://sws.geonames.org/2761369/,2,8.942944017170452e-05
gen_id__48,1972_Schnitzler_Auernheimer,"The Correspondence of Arthur Schnitzler and Raoul Auernheimer with Raoul Auernheimer’s Aphorism. Edited with introduction and notes by Donald G. Daviau and Jorun B. Johns. Chapel Hill: The University of North Carolina Press, 1972 (University of North Carolina Studies in the Germanic Languages and Literatures, 73).",Wien,https://sws.geonames.org/2761369/,"Schnitzler, Arthur",https://d-nb.info/gnd/118609807,Hamburg,https://sws.geonames.org/2911298/,"Auernheimer, Raoul",https://d-nb.info/gnd/118505033,low,48.20849,16.37208,Vienna,AT,53.55073,9.99302,Hamburg,DE,744.1895801832931,https://sws.geonames.org/2761369/__https://sws.geonames.org/2911298/,2,8.942944017170452e-05
gen_id__50,1972_Schnitzler_Auernheimer,"The Correspondence of Arthur Schnitzler and Raoul Auernheimer with Raoul Auernheimer’s Aphorism. Edited with introduction and notes by Donald G. Daviau and Jorun B. Johns. Chapel Hill: The University of North Carolina Press, 1972 (University of North Carolina Studies in the Germanic Languages and Literatures, 73).",Istanbul,https://sws.geonames.org/745044/,"Schnitzler, Arthur",https://d-nb.info/gnd/118609807,Wien,https://sws.geonames.org/2761369/,"Auernheimer, Raoul",https://d-nb.info/gnd/118505033,1925,41.01384,28.94966,Istanbul,TR,48.20849,16.37208,Vienna,AT,1276.2652833552638,https://sws.geonames.org/745044/__https://sws.geonames.org/2761369/,4,0.0002682883205151
gen_id__54,1972_Schnitzler_Auernheimer,"The Correspondence of Arthur Schnitzler and Raoul Auernheimer with Raoul Auernheimer’s Aphorism. Edited with introduction and notes by Donald G. Daviau and Jorun B. Johns. Chapel Hill: The University of North Carolina Press, 1972 (University of North Carolina Studies in the Germanic Languages and Literatures, 73).",Venedig,https://sws.geonames.org/3164603/,"Schnitzler, Arthur",https://d-nb.info/gnd/118609807,Wien,https://sws.geonames.org/2761369/,"Auernheimer, Raoul",https://d-nb.info/gnd/118505033,1925,45.43713,12.33265,Venice,IT,48.20849,16.37208,Vienna,AT,435.6875307233615,https://sws.geonames.org/3164603/__https://sws.geonames.org/2761369/,19,0.0016097299230906
gen_id__59,1972_Schnitzler_Auernheimer,"The Correspondence of Arthur Schnitzler and Raoul Auernheimer with Raoul Auernheimer’s Aphorism. Edited with introduction and notes by Donald G. Daviau and Jorun B. Johns. Chapel Hill: The University of North Carolina Press, 1972 (University of North Carolina Studies in the Germanic Languages and Literatures, 73).",Lissabon,https://sws.geonames.org/2267057/,"Schnitzler, Arthur",https://d-nb.info/gnd/118609807,Wien,https://sws.geonames.org/2761369/,"Auernheimer, Raoul",https://d-nb.info/gnd/118505033,1926,38.71667,-9.13333,Lisbon,PT,48.20849,16.37208,Vienna,AT,2302.791953625077,https://sws.geonames.org/2267057/__https://sws.geonames.org/2761369/,1,0.0
gen_id__71,1972_Schnitzler_Auernheimer,"The Correspondence of Arthur Schnitzler and Raoul Auernheimer with Raoul Auernheimer’s Aphorism. Edited with introduction and notes by Donald G. Daviau and Jorun B. Johns. Chapel Hill: The University of North Carolina Press, 1972 (University of North Carolina Studies in the Germanic Languages and Literatures, 73).",Altaussee,https://sws.geonames.org/2782724/,"Auernheimer, Raoul",https://d-nb.info/gnd/118505033,Wien,https://sws.geonames.org/2761369/,"Schnitzler, Arthur",https://d-nb.info/gnd/118609807,1931,47.63844,13.76278,Altaussee,AT,48.20849,16.37208,Vienna,AT,205.03747515777516,https://sws.geonames.org/2782724/__https://sws.geonames.org/2761369/,1,0.0
gen_id__0,1975_Brahm_Schnitzler,"Der Briefwechsel Arthur Schnitzler – Otto Brahm. Vollständige Ausgabe. Hg., eingel. und erl. von Oskar Seidlin. Tübingen: Niemeyer, 1975.",Wien,https://sws.geonames.org/2761369/,Arthur Schnitzler,https://d-nb.info/gnd/118609807,Berlin,https://sws.geonames.org/2950159/,Otto Brahm,https://d-nb.info/gnd/118514245,1894,48.20849,16.37208,Vienna,AT,52.52437,13.41053,Berlin,DE,524.174478340616,https://sws.geonames.org/2761369/__https://sws.geonames.org/2950159/,132,0.0117152566624932
gen_id__428,1975_Brahm_Schnitzler,"Der Briefwechsel Arthur Schnitzler – Otto Brahm. Vollständige Ausgabe. Hg., eingel. und erl. von Oskar Seidlin. Tübingen: Niemeyer, 1975.",Berlin,https://sws.geonames.org/2950159/,"Brahm, Otto",https://d-nb.info/gnd/118514245,Wien,https://sws.geonames.org/2761369/,"Schnitzler, Arthur",https://d-nb.info/gnd/118609807,low,52.52437,13.41053,Berlin,DE,48.20849,16.37208,Vienna,AT,524.174478340616,https://sws.geonames.org/2950159/__https://sws.geonames.org/2761369/,119,0.0105526739402611
gen_id__1,1983_Herzl_an_Schnitzler,"Theodor Herzl: Briefe und autobiographische Notizen. 1866–1895. Bearbeitet von Johannes Wachten in Zusammenarbeit mit Chaya Harel, Daisy Tycho, Manfred Winkler. Berlin: Propyläen 1983. (Theodor Herzl: Briefe und Tagebücher. Hg. Alex Bein, Hermann Greive, Moshe Schaerf, Julius H. Schoeps. Erster Band)",Kammer am Attersee,https://sws.geonames.org/2774832/,"Herzl, Theodor",https://d-nb.info/gnd/118550241,Wien,https://sws.geonames.org/2761369/,"Schnitzler, Arthur",https://d-nb.info/gnd/118609807,1885,47.94711,13.59541,Kammer,AT,48.20849,16.37208,Vienna,AT,208.91761513038676,https://sws.geonames.org/2774832/__https://sws.geonames.org/2761369/,2,8.942944017170452e-05
gen_id__3,1983_Herzl_an_Schnitzler,"Theodor Herzl: Briefe und autobiographische Notizen. 1866–1895. Bearbeitet von Johannes Wachten in Zusammenarbeit mit Chaya Harel, Daisy Tycho, Manfred Winkler. Berlin: Propyläen 1983. (Theodor Herzl: Briefe und Tagebücher. Hg. Alex Bein, Hermann Greive, Moshe Schaerf, Julius H. Schoeps. Erster Band)",Houlgate,https://sws.geonames.org/3013091/,"Herzl, Theodor",https://d-nb.info/gnd/118550241,Wien,https://sws.geonames.org/2761369/,"Schnitzler, Arthur",https://d-nb.info/gnd/118609807,1892,49.299,-0.08153,Houlgate,FR,48.20849,16.37208,Vienna,AT,1213.49203018116,https://sws.geonames.org/3013091/__https://sws.geonames.org/2761369/,2,8.942944017170452e-05
gen_id__4,1983_Herzl_an_Schnitzler,"Theodor Herzl: Briefe und autobiographische Notizen. 1866–1895. Bearbeitet von Johannes Wachten in Zusammenarbeit mit Chaya Harel, Daisy Tycho, Manfred Winkler. Berlin: Propyläen 1983. (Theodor Herzl: Briefe und Tagebücher. Hg. Alex Bein, Hermann Greive, Moshe Schaerf, Julius H. Schoeps. Erster Band)",Paris,https://sws.geonames.org/2988507/,"Herzl, Theodor",https://d-nb.info/gnd/118550241,Wien,https://sws.geonames.org/2761369/,"Schnitzler, Arthur",https://d-nb.info/gnd/118609807,1892,48.85341,2.3488,Paris,FR,48.20849,16.37208,Vienna,AT,1036.711400451339,https://sws.geonames.org/2988507/__https://sws.geonames.org/2761369/,103,0.0091218028975138
gen_id__11,1983_Herzl_an_Schnitzler,"Theodor Herzl: Briefe und autobiographische Notizen. 1866–1895. Bearbeitet von Johannes Wachten in Zusammenarbeit mit Chaya Harel, Daisy Tycho, Manfred Winkler. Berlin: Propyläen 1983. (Theodor Herzl: Briefe und Tagebücher. Hg. Alex Bein, Hermann Greive, Moshe Schaerf, Julius H. Schoeps. Erster Band)",Morschach,https://sws.geonames.org/2659580/,"Herzl, Theodor",https://d-nb.info/gnd/118550241,Wien,https://sws.geonames.org/2761369/,"Schnitzler, Arthur",https://d-nb.info/gnd/118609807,1893,46.98271,8.61826,Morschach,CH,48.20849,16.37208,Vienna,AT,598.5667024206294,https://sws.geonames.org/2659580/__https://sws.geonames.org/2761369/,2,8.942944017170452e-05
gen_id__13,1983_Herzl_an_Schnitzler,"Theodor Herzl: Briefe und autobiographische Notizen. 1866–1895. Bearbeitet von Johannes Wachten in Zusammenarbeit mit Chaya Harel, Daisy Tycho, Manfred Winkler. Berlin: Propyläen 1983. (Theodor Herzl: Briefe und Tagebücher. Hg. Alex Bein, Hermann Greive, Moshe Schaerf, Julius H. Schoeps. Erster Band)","Baden bei
                        Wien",https://sws.geonames.org/2782067/,"Herzl, Theodor",https://d-nb.info/gnd/118550241,Wien,https://sws.geonames.org/2761369/,"Schnitzler, Arthur",https://d-nb.info/gnd/118609807,1893,48.00543,16.23264,Baden bei Wien,AT,48.20849,16.37208,Vienna,AT,24.852177386317894,https://sws.geonames.org/2782067/__https://sws.geonames.org/2761369/,9,0.0007154355213736
gen_id__30,1984_Kempny_Schnitzler,Hedy Kempny und Arthur Schnitzler: Das Mädchen mit den dreizehn Seelen. Eine Korrespondenz ergänzt durch Blätter aus Hedy Kempnys Tagebuch sowie durch eine Auswahl ihrer Erzählungen. Hg. v. Heinz P. Adamek. Reinbek bei Hamburg: Rowohlt 1984. (Neue Frau),Las Palmas,https://sws.geonames.org/2515270/,Arthur Schnitzler,https://d-nb.info/gnd/118609807,Wien,https://sws.geonames.org/2761369/,Hedy Kempny,https://d-nb.info/gnd/11872181X,0000,28.09973,-15.41343,Las Palmas de Gran Canaria,ES,48.20849,16.37208,Vienna,AT,3526.650949974708,https://sws.geonames.org/2515270/__https://sws.geonames.org/2761369/,2,8.942944017170452e-05
gen_id__100,1984_Kempny_Schnitzler,Hedy Kempny und Arthur Schnitzler: Das Mädchen mit den dreizehn Seelen. Eine Korrespondenz ergänzt durch Blätter aus Hedy Kempnys Tagebuch sowie durch eine Auswahl ihrer Erzählungen. Hg. v. Heinz P. Adamek. Reinbek bei Hamburg: Rowohlt 1984. (Neue Frau),Stockholm,https://sws.geonames.org/2673730/,Arthur Schnitzler,https://d-nb.info/gnd/118609807,Wien,https://sws.geonames.org/2761369/,Hedy Kempny,https://d-nb.info/gnd/11872181X,1923,59.32938,18.06871,Stockholm,SE,48.20849,16.37208,Vienna,AT,1242.6919147447927,https://sws.geonames.org/2673730/__https://sws.geonames.org/2761369/,29,0.0025040243248077
gen_id__237,1984_Kempny_Schnitzler,Hedy Kempny und Arthur Schnitzler: Das Mädchen mit den dreizehn Seelen. Eine Korrespondenz ergänzt durch Blätter aus Hedy Kempnys Tagebuch sowie durch eine Auswahl ihrer Erzählungen. Hg. v. Heinz P. Adamek. Reinbek bei Hamburg: Rowohlt 1984. (Neue Frau),Monte Carlo,https://sws.geonames.org/2992741/,Hedy Kempny,https://d-nb.info/gnd/11872181X,Berlin,https://sws.geonames.org/2950159/,Arthur Schnitzler,https://d-nb.info/gnd/118609807,0000,43.73976,7.42732,Monte Carlo,MC,52.52437,13.41053,Berlin,DE,1072.616457560809,https://sws.geonames.org/2992741/__https://sws.geonames.org/2950159/,1,0.0
gen_id__273,1984_Kempny_Schnitzler,Hedy Kempny und Arthur Schnitzler: Das Mädchen mit den dreizehn Seelen. Eine Korrespondenz ergänzt durch Blätter aus Hedy Kempnys Tagebuch sowie durch eine Auswahl ihrer Erzählungen. Hg. v. Heinz P. Adamek. Reinbek bei Hamburg: Rowohlt 1984. (Neue Frau),Torbole,https://sws.geonames.org/3172402/,Hedy Kempny,https://d-nb.info/gnd/11872181X,Wien,https://sws.geonames.org/2761369/,Arthur Schnitzler,https://d-nb.info/gnd/118609807,conj,45.87594,10.89106,Nago–Torbole,IT,48.20849,16.37208,Vienna,AT,490.4770634252338,https://sws.geonames.org/3172402/__https://sws.geonames.org/2761369/,2,8.942944017170452e-05
gen_id__5,1990_Herzl_an_Schnitzler,"Theodor Herzl: Briefe. Anfang Mai 1895 – Anfang Dezember 1898. Bearbeitet von Barbara Schäfer in Zusammenarbeit mit Sofia Gelmann, Chaya Harel, Ines Rubin, Daisy Ticho. Berlin: Propyläen 1990. (Theodor Herzl: Briefe und Tagebücher. Hg. Alex Bein, Hermann Greive, Moshe Schaerf, Julius H. Schoeps, Johannes Wachten. Vierter Band)",Aussee,https://sws.geonames.org/2782070/,"Herzl, Theodor",https://d-nb.info/gnd/118550241,Wien,https://sws.geonames.org/2761369/,"Schnitzler, Arthur",https://d-nb.info/gnd/118609807,low,47.60998,13.78243,Bad Aussee,AT,48.20849,16.37208,Vienna,AT,204.6983812161152,https://sws.geonames.org/2782070/__https://sws.geonames.org/2761369/,34,0.0029511715256662
gen_id__4,2003_Deimel_Schnitzler,Heinz P. Adamek (Hg.): In die Neue Welt... Arthur Schnitzler - Eugen Deimel. Briefwechsel. Holzhausen Verlag: Wien 2003,New York,https://sws.geonames.org/5128581/,Eugen Deimel,https://d-nb.info/gnd/124896847,Wien,https://sws.geonames.org/2761369/,Arthur Schnitzler,https://d-nb.info/gnd/118609807,1884,40.71427,-74.00597,New York,US,48.20849,16.37208,Vienna,AT,6814.372658775991,https://sws.geonames.org/5128581/__https://sws.geonames.org/2761369/,36,0.0031300304060096
gen_id__14,2003_Deimel_Schnitzler,Heinz P. Adamek (Hg.): In die Neue Welt... Arthur Schnitzler - Eugen Deimel. Briefwechsel. Holzhausen Verlag: Wien 2003,"Elka Park by Tannessville, New
                        York",https://sws.geonames.org/5116398/,Eugen Deimel,https://d-nb.info/gnd/124896847,Wien,https://sws.geonames.org/2761369/,Arthur Schnitzler,https://d-nb.info/gnd/118609807,1892,42.15926,-74.15736,Elka Park,US,48.20849,16.37208,Vienna,AT,6720.552581206609,https://sws.geonames.org/5116398/__https://sws.geonames.org/2761369/,1,0.0
gen_id__20,2003_Deimel_Schnitzler,Heinz P. Adamek (Hg.): In die Neue Welt... Arthur Schnitzler - Eugen Deimel. Briefwechsel. Holzhausen Verlag: Wien 2003,Bad Ischl,https://sws.geonames.org/2782052/,Arthur Schnitzler,https://d-nb.info/gnd/118609807,"New
                        York",https://sws.geonames.org/5128581/,Eugen Deimel,https://d-nb.info/gnd/124896847,1895,47.71109,13.61893,Bad Ischl,AT,40.71427,-74.00597,New York,US,6662.465499893355,https://sws.geonames.org/2782052/__https://sws.geonames.org/5128581/,1,0.0
gen_id__24,2003_Deimel_Schnitzler,Heinz P. Adamek (Hg.): In die Neue Welt... Arthur Schnitzler - Eugen Deimel. Briefwechsel. Holzhausen Verlag: Wien 2003,Skodsborg,https://sws.geonames.org/2613685/,Arthur Schnitzler,https://d-nb.info/gnd/118609807,"New
                        York",https://sws.geonames.org/5128581/,Eugen Deimel,https://d-nb.info/gnd/124896847,1896,55.8225,12.57324,Skodsborg,DK,40.71427,-74.00597,New York,US,6198.729099664433,https://sws.geonames.org/2613685/__https://sws.geonames.org/5128581/,1,0.0
gen_id__29,2003_Deimel_Schnitzler,Heinz P. Adamek (Hg.): In die Neue Welt... Arthur Schnitzler - Eugen Deimel. Briefwechsel. Holzhausen Verlag: Wien 2003,Wien,https://sws.geonames.org/2761369/,Arthur Schnitzler,https://d-nb.info/gnd/118609807,"New
                        York",https://sws.geonames.org/5128581/,Eugen Deimel,https://d-nb.info/gnd/124896847,1896,48.20849,16.37208,Vienna,AT,40.71427,-74.00597,New York,US,6814.372658775991,https://sws.geonames.org/2761369/__https://sws.geonames.org/5128581/,15,0.0012520121624038
