amount,receiver_name,receiver_ref
30,Elias Veiel,https://d-nb.info/gnd/117360201
30,"Böhme, Carl Gotthelf Siegmund",https://d-nb.info/gnd/116221097
29,"Hoffmann, Moritz",https://d-nb.info/gnd/102410453
29,Joseph Fischhof,https://d-nb.info/gnd/116584645
29,Georg von Cancrin,https://d-nb.info/gnd/118666878
29,Johann Jakob Lotter,https://d-nb.info/gnd/130627658
29,Karl Theodor von Dalberg,https://d-nb.info/gnd/118720961
29,Christiane Vulpius,https://d-nb.info/gnd/118628011
28,"Schnepf, Erhard",https://d-nb.info/gnd/12466833X
28,"Nieuwerkerke (de), Émilien",https://d-nb.info/gnd/117018406
28,"Schwarzkopf, Wolfgang",https://d-nb.info/gnd/117388351
28,"Rust, Wilhelm",https://d-nb.info/gnd/116711728
28,"Jung, Franz Wilhelm",https://d-nb.info/gnd/117234303
28,Mohr &amp; Zimmer (Heidelberg),https://d-nb.info/gnd/1072903423
28,"Mila, Bernhard von",https://d-nb.info/gnd/130355437
28,"Eysenmenger, Johann Christoph",https://d-nb.info/gnd/124549381
28,Raimund Härtel,https://d-nb.info/gnd/117738131
27,Giuseppe Jozzi,https://d-nb.info/gnd/132794500
27,"Leichtentritt, Hugo",https://d-nb.info/gnd/116878363
27,Karl August von Hardenberg,https://d-nb.info/gnd/118545906
27,Pavel L. Šilling,https://d-nb.info/gnd/118607685
27,"Purkinje, Jan Evangelista",https://d-nb.info/gnd/118597159
27,Sir Joseph Banks,https://d-nb.info/gnd/118808818
27,Heinrich II. von Frankreich,https://d-nb.info/gnd/118548166
27,"Schlichtegroll, Auguste",https://d-nb.info/gnd/11732714X
27,"Argelander, Friedrich Wilhelm August",https://d-nb.info/gnd/119228432
27,"Rungenhagen, Carl Friedrich",https://d-nb.info/gnd/116707801
27,[Hans] von der Planitz,https://d-nb.info/gnd/118594826
27,"Kiel, August",https://d-nb.info/gnd/124725031
27,Ehz. Ferdinand,https://d-nb.info/gnd/119117304
27,Georg Christoph Lichtenberg,https://d-nb.info/gnd/118572628
26,"Haintzel, Johann Baptist",https://d-nb.info/gnd/141977981
26,"Baermann, Heinrich Joseph",https://d-nb.info/gnd/120367246
26,Catharina Elisabeth Goethe,https://d-nb.info/gnd/118540246
26,Friedrich Ludwig Schmidt,https://d-nb.info/gnd/104325011
26,"Fuchs, Aloys",https://d-nb.info/gnd/118693948
26,[Pfgf. Friedrich II. bei Rhein],https://d-nb.info/gnd/118535714
26,"La Foye, Louis de",https://d-nb.info/gnd/116057203
26,Wilhelm Ostwald,https://d-nb.info/gnd/11859057X
26,"Hiemer, Franz Carl",https://d-nb.info/gnd/116797126
26,"Schrag, Johann Leonhard",https://d-nb.info/gnd/117025275
26,"Peucer, Caspar",https://d-nb.info/gnd/118790676
25,"Praetorius, Abdias",https://d-nb.info/gnd/128621761
25,"Mahlmann, Siegfried August",https://d-nb.info/gnd/11941077X
25,Johann Ludwig Hartmann,https://d-nb.info/gnd/100160921
25,"Berville, Saint-Albin",https://d-nb.info/gnd/123728851
25,"Camerarius, Ludwig",https://d-nb.info/gnd/13926437X
25,Georg Wilhelm Friedrich Hegel,https://d-nb.info/gnd/118547739
25,Fürst Ludwig von Anhalt-Köthen,https://d-nb.info/gnd/118574868
25,Johann Heinrich Meyer,https://d-nb.info/gnd/118733389
25,Kapitel des Allerheiligenstifts zu Wittenberg,https://d-nb.info/gnd/4389935-3
24,"Moller, Laurentius",https://d-nb.info/gnd/1055546545
24,Rosine Lortzing,https://d-nb.info/gnd/117219770
24,Friedrich Wilken,https://d-nb.info/gnd/117384259
24,"Menius, Justus",https://d-nb.info/gnd/118783297
24,Henry T. Colebrooke,https://d-nb.info/gnd/116636688
24,"Maior, Georg",https://d-nb.info/gnd/116689781
23,Weidmannsche Buchhandlung,https://d-nb.info/gnd/5036107-7
23,"Weller, Hieronymus",https://d-nb.info/gnd/124168876
23,Jacob Samuel Schröer,https://d-nb.info/gnd/121201082
23,"Jacobi, Carl Gustav Jacob",https://d-nb.info/gnd/118775766
23,Johann Heinrich Schinz,https://d-nb.info/gnd/115750010
23,"Mithoff, Burkhard",https://d-nb.info/gnd/119762889
23,"Bording, Jakob",https://d-nb.info/gnd/116248424
23,Gottlieb Ernst August Mehmel,https://d-nb.info/gnd/117002771
23,Wilhelm Ludwig Georg (Graf) Fürst zu Sayn-Wittgenstein,https://d-nb.info/gnd/118804928
23,Barthold Georg Niebuhr,https://d-nb.info/gnd/118587773
22,Luise Ernestine Christiane Juliane von Göchhausen,https://d-nb.info/gnd/118695681
22,"Chabas, François",https://d-nb.info/gnd/117650900
22,"Bolyai, Wolfgang",https://d-nb.info/gnd/118661256
22,Johann Eustachius Graf von Goertz (Görtz),https://d-nb.info/gnd/118540211
22,"Patin, Charles",https://d-nb.info/gnd/116053356
22,"Gudin de La Brenellerie, Paul-Philippe",https://d-nb.info/gnd/116909102
22,Simon Bing,https://d-nb.info/gnd/135548829
22,Franz Julius Ferdinand Meyen,https://d-nb.info/gnd/116962437
22,Franz Strauß,https://d-nb.info/gnd/117311901
22,Melchior von Osse,https://d-nb.info/gnd/128549084
22,Max Prokop von Freyberg,https://d-nb.info/gnd/118693271
22,Maximilian II.,https://d-nb.info/gnd/11857938X
22,"Wernlein, Friedrich",https://d-nb.info/gnd/123597757
22,Christoph von Württemberg,https://d-nb.info/gnd/100089003
22,Carl Freiherr von Sterneck-Daublebsky zu Ehrenstein,https://d-nb.info/gnd/1044477091
22,Heinrich Fischer,https://d-nb.info/gnd/116556250
22,Erasmus von Minckwitz,https://d-nb.info/gnd/122990234
22,Johann Albrecht von Mecklenburg,https://d-nb.info/gnd/100363237
22,Margarethe Elisabeth Soemmerring,https://d-nb.info/gnd/117452335
21,"Kerr, Alfred",https://d-nb.info/gnd/11856157X
21,Carl Friedrich Ernst Frommann,https://d-nb.info/gnd/118847635
21,"Franck von Franckenau, Georg",https://d-nb.info/gnd/102374031
21,Rainer Maria Rilke,https://d-nb.info/gnd/118601024
21,"Weinlaub, Johannes",https://d-nb.info/gnd/143575600
21,"Lipsius, Marie (La Mara)",https://d-nb.info/gnd/11705822X
21,Hermann von der Hardt,https://d-nb.info/gnd/118701568
21,Gräfin Benigna von Solms-Laubach,https://d-nb.info/gnd/13705629X
21,Wilhelm Dorow,https://d-nb.info/gnd/116187913
21,"Gugel, Christoph Fabius",https://d-nb.info/gnd/1019731168
21,"Burchard, Franz",https://d-nb.info/gnd/117160997
21,"August Sachsen-Gotha-Altenburg, Herzog",https://d-nb.info/gnd/100289614
21,"Bruno, Jacob",https://d-nb.info/gnd/116812222
21,"Könneritz, Hans Heinrich von",https://d-nb.info/gnd/136128521
21,Dietrich Ludwig Gustav Karsten,https://d-nb.info/gnd/116061146
21,Sebastian von Walwitz,https://d-nb.info/gnd/117929484X
21,Johann Moritz Rugendas,https://d-nb.info/gnd/118750321
21,"Repsold, Johann Georg",https://d-nb.info/gnd/11644889X
21,"Koch, Johannes",https://d-nb.info/gnd/101227991X
21,"Strigel, Victorin",https://d-nb.info/gnd/124408494
21,Christoph von Ebeleben,https://d-nb.info/gnd/141993820
21,"Kunz, Carl Friedrich",https://d-nb.info/gnd/119239361
21,"Ehrenstein, Albert",https://d-nb.info/gnd/118688227
21,"Vogel, Johann Wilhelm",https://d-nb.info/gnd/110756669X
21,"Gauß, Minna [geb. Waldeck]",https://d-nb.info/gnd/1072588277
21,Hz.in Katharina,https://d-nb.info/gnd/119240165
21,Karl Ludwig Willdenow,https://d-nb.info/gnd/117387436
21,David B. Warden,https://d-nb.info/gnd/172442788
21,Johann Michael Puchberg,https://d-nb.info/gnd/134265858
21,"Reiffenstein, Wilhelm",https://d-nb.info/gnd/131605720
21,Christian Friedrich Schwan,https://d-nb.info/gnd/119010860
20,Albert Gallatin,https://d-nb.info/gnd/119467143
20,"Karl August, Sachsen-Weimar-Eisenach, Großherzog",https://d-nb.info/gnd/11856014X
20,"Jungermann, Joachim",https://d-nb.info/gnd/117238325
20,"Böhme, Ferdinand",https://d-nb.info/gnd/116220864
20,"Goldstein, Kilian",https://d-nb.info/gnd/122001311
20,Géza Zichy,https://d-nb.info/gnd/116985925
20,Bf. [Johann VII.] von Meißen,https://d-nb.info/gnd/104083565
20,"Bahr-Mildenburg, Anna",https://d-nb.info/gnd/118646370
20,"Marcellus, Johannes",https://d-nb.info/gnd/124397093
20,Christian Gottfried Schütz,https://d-nb.info/gnd/117140791
20,Jacob Grimm,https://d-nb.info/gnd/118542257
20,Hermann Hettner,https://d-nb.info/gnd/118704281
20,"Wollank, Friedrich",https://d-nb.info/gnd/131757784
20,Johann Gottlieb Fichte,https://d-nb.info/gnd/118532847
20,Albert Brackmann,https://d-nb.info/gnd/118659715
20,August Toepler,https://d-nb.info/gnd/117393096
20,"Großmann, Gustav Friedrich Wilhelm",https://d-nb.info/gnd/118542648
20,Susanne Julie von Bondeli,https://d-nb.info/gnd/118661388
20,Christoph Türk,https://d-nb.info/gnd/1074002121
20,Marie von Weber,https://d-nb.info/gnd/117380105
20,"Ponce, Nicolas",https://d-nb.info/gnd/116265612
20,"Kadelbach, Christian Friedrich",https://d-nb.info/gnd/116015667
20,"Beausobre, Louis de",https://d-nb.info/gnd/100002188
20,"Schmidt, Christian Heinrich",https://d-nb.info/gnd/117506621
20,"Dümmler, Ferdinand",https://d-nb.info/gnd/116235632
19,"Hainlin, Sebastian",https://d-nb.info/gnd/120178060
19,"Spohr, Dorette",https://d-nb.info/gnd/118839853
19,"Fulda, Ludwig",https://d-nb.info/gnd/118840452
19,Friedrich Wilhelm Thiersch,https://d-nb.info/gnd/118837877
19,"Hoefler, Johann Jakob",https://d-nb.info/gnd/101062494
19,"Schepeler, Andreas Daniel Berthold von",https://d-nb.info/gnd/130869597
19,Marc-Auguste Pictet,https://d-nb.info/gnd/11948496X
19,Daniel Wilhelm Moller,https://d-nb.info/gnd/115654178
19,Georg Arnold Jacobi,https://d-nb.info/gnd/102423806
19,"Goltermann, Georg Eduard",https://d-nb.info/gnd/102411034
19,Unbekannt,https://d-nb.info/gnd/0
19,Hz. Albrecht von Bayern,https://d-nb.info/gnd/118647571
19,"Depping, Georges-Bernard",https://d-nb.info/gnd/116073934
19,"Glaßbrenner, Adele",https://d-nb.info/gnd/116654430
19,Friedrich von Schlegel,https://d-nb.info/gnd/118607987
19,"Friedrich I., König von Württemberg",https://d-nb.info/gnd/118703218
19,"Boie, Heinrich Christian",https://d-nb.info/gnd/118661078
19,"Agricola Ambergensis, Georg",https://d-nb.info/gnd/119602113
19,"Ende, Henriette Freifrau von",https://d-nb.info/gnd/116471875
18,"Rollett, Hermann",https://d-nb.info/gnd/118886576
18,Kg. Heinrich VIII. von England,https://d-nb.info/gnd/118548204
18,"Pasqué, Ernst",https://d-nb.info/gnd/116051760
18,Heinrich Sivers,https://d-nb.info/gnd/115531335
18,Johann Joachim Eschenburg,https://d-nb.info/gnd/118685414
18,Hz. Herkules II. von Ferrara,https://d-nb.info/gnd/121091651
18,Georg Michael La Roche,https://d-nb.info/gnd/116737883
18,Friedrich Adam Segnitz,https://d-nb.info/gnd/120257726
18,Hoftheater,https://d-nb.info/gnd/94365615X
18,"Rietz, Julius",https://d-nb.info/gnd/101365632
18,Johann Georg Meusel,https://d-nb.info/gnd/100309038
18,Max Süssheim,https://d-nb.info/gnd/134255542
18,"Cureus, Adam",https://d-nb.info/gnd/131422200
18,"Starkmann, Johann Georg",https://d-nb.info/gnd/121334317
18,"Hermann, Johann Bernhard",https://d-nb.info/gnd/130975893
18,"Duval, Alexandre, eigentl. Alexandre-Vincent Pineux",https://d-nb.info/gnd/104201088
18,"Vanhove, Charlotte, gen. Caroline, verh. Talma, dann verh. comtesse de Châlot",https://d-nb.info/gnd/1159092141
18,Sophie von Schlegel,https://d-nb.info/gnd/117321435
17,Friedrich Wilhelm Graf von Redern,https://d-nb.info/gnd/116374594
17,"Heresbach, Konrad",https://d-nb.info/gnd/119384817
17,"Hauptmann, Johanna",https://d-nb.info/gnd/116534745
17,"Beckmann, Christoph Friedrich",https://d-nb.info/gnd/1037505069
17,Christian [Beyer],https://d-nb.info/gnd/12863460X
17,Lg.in Christine,https://d-nb.info/gnd/136840736
17,Christian Kortholt,https://d-nb.info/gnd/116341793
17,Haubold von Einsiedel,https://d-nb.info/gnd/133879879
17,"das Preußische Ministerium für geistliche, Medizinal- und Unterrichtsangelegenheiten",https://d-nb.info/gnd/35254-8
17,"Treitschke, Friedrich",https://d-nb.info/gnd/117409030
17,Friedrich Wilhelm II. König von Preußen,https://d-nb.info/gnd/11869362X
17,"Richter, Sophie Rosine",https://d-nb.info/gnd/1095113143
17,Johanna Eleonora von Merlau,https://d-nb.info/gnd/119129787
17,Johann Schilter,https://d-nb.info/gnd/118795015
17,Ernst Martin Gräff,https://d-nb.info/gnd/128491434
17,Christian Martin Joachim Frähn,https://d-nb.info/gnd/104228458
17,"Welden, Josephine von",https://d-nb.info/gnd/117309672
17,"Pickering, John",https://d-nb.info/gnd/12953207X
17,"Kleinwächter, Louis",https://d-nb.info/gnd/116219270
17,"Stathmion, Christoph",https://d-nb.info/gnd/122775473
17,"Pollaczek, Clara Katharina",https://d-nb.info/gnd/13950916X
17,Elisabeth Wilhelmine van Nuys,https://d-nb.info/gnd/1020124741
17,Kurfürst Johann Georg III. von Sachsen,https://d-nb.info/gnd/102117470
17,"Uthe-Spazier, Wilhelmine",https://d-nb.info/gnd/10110555X
17,Friedrich Nicolai,https://d-nb.info/gnd/118587668
16,Joachim Heinrich Campe,https://d-nb.info/gnd/118518658
16,"Hofmeister, Friedr.",https://d-nb.info/gnd/116952431
16,[Bf. Adolf von Merseburg],https://d-nb.info/gnd/104173114
16,Fabian von Feilitzsch,https://d-nb.info/gnd/136309682
16,Sophie Elisabeth von Holstein-Sonderburg,https://d-nb.info/gnd/124766595
16,"Lantier, Étienne-François de",https://d-nb.info/gnd/124441866
16,Johann Valentin Teichmann,https://d-nb.info/gnd/117253006
16,"Henneberg, Georg Ernst von",https://d-nb.info/gnd/118958097
16,Therese Heyne,https://d-nb.info/gnd/1159604789
16,"Sydow, Josephine von",https://d-nb.info/gnd/100379591
16,"Örtel, Veit",https://d-nb.info/gnd/124661076
16,"Wangenheim, Karl August Freiherr von",https://d-nb.info/gnd/118806157
16,"Scherer, Wilhelm",https://d-nb.info/gnd/118607200
16,"Müller, Johannes",https://d-nb.info/gnd/118585053
16,Wilhelm Gabriel Wegener,https://d-nb.info/gnd/117218421
16,"Fehr, Johann Michael",https://d-nb.info/gnd/117504084
16,Paul Anton,https://d-nb.info/gnd/116211431
16,Eugène Burnouf,https://d-nb.info/gnd/117175277
16,"Schaller, Bartholomäus",https://d-nb.info/gnd/1147617074
16,Johann Caspar Bauhin,https://d-nb.info/gnd/116087285
16,"Dohna, Fabian von",https://d-nb.info/gnd/124530540
16,"Schnitzler, Johann",https://d-nb.info/gnd/116848669
16,"Vitzthum von Eckstädt, Heinrich Graf",https://d-nb.info/gnd/117447579
16,"Beer, Jacob Hertz",https://d-nb.info/gnd/136959660
16,Tobias Philipp von Gebler,https://d-nb.info/gnd/130096563
16,"Oertel, Ludwig Christian von",https://d-nb.info/gnd/120918935
16,Carl Gustav Carus,https://d-nb.info/gnd/118519352
16,"Bruno, Conrad",https://d-nb.info/gnd/1096506076
16,Jakob Lamberz,https://d-nb.info/gnd/116652721
16,"Schulze, Johann Heinrich",https://d-nb.info/gnd/123165350
16,"Raabe, Josef",https://d-nb.info/gnd/123748488
15,"Gay, Sophie, baronne de Lupigny, geb. Nichault de la Valette",https://d-nb.info/gnd/11647260X
15,"Zach, Franz Xaver Freiherr von",https://d-nb.info/gnd/1186238267
15,"Sturtz, Georg",https://d-nb.info/gnd/128994371
15,Henriette Mendelssohn,https://d-nb.info/gnd/1068652780
15,"Meuschen, Friedrich Christian",https://d-nb.info/gnd/116960361
15,"Schlesinger, Maurice",https://d-nb.info/gnd/11732633X
15,"Heinsius, Johann Wilhelm Immanuel",https://d-nb.info/gnd/116673451
15,"Pott, August",https://d-nb.info/gnd/116277513
15,Svante Arrhenius,https://d-nb.info/gnd/118650467
15,"Thurot, Jean-François",https://d-nb.info/gnd/117627445
15,Willy Andreas,https://d-nb.info/gnd/118649213
15,Johann Melchior Stenger,https://d-nb.info/gnd/121094413
15,August Wilhelm Iffland,https://d-nb.info/gnd/118555324
15,"Zeileisen, Wolfgang",https://d-nb.info/gnd/1102264008
15,"Spontini, Gaspare",https://d-nb.info/gnd/118616374
15,"Humboldt, Alexander von",https://d-nb.info/gnd/1015113982
15,"Hauser, Franz",https://d-nb.info/gnd/11928930X
15,Gottlieb Hufeland,https://d-nb.info/gnd/117053961
15,Karl Josef Hieronymus Windischmann,https://d-nb.info/gnd/10070333X
15,Carl Philipp Emanuel Bach,https://d-nb.info/gnd/118505505
15,"Lüttichau, August von",https://d-nb.info/gnd/117300772
15,Bf. [Hieronymus] von Brandenburg,https://d-nb.info/gnd/137650752
15,Bf. [Melchior Zobel] zu Würzburg,https://d-nb.info/gnd/11700846X
15,Heinrich von Salza,https://d-nb.info/gnd/119814269
15,Cölestin Christian Flottwell,https://d-nb.info/gnd/121862135
15,"Ellrodt, Theodor Christian",https://d-nb.info/gnd/123597625
15,Johann Daniel Falk,https://d-nb.info/gnd/118685899
15,"Schönberg, Arnold",https://d-nb.info/gnd/118610023
15,Hans von Ponickau,https://d-nb.info/gnd/121005976
15,Paul Usteri,https://d-nb.info/gnd/118805371
15,Friedrich Wilmans,https://d-nb.info/gnd/117395056
15,Franz Kirms,https://d-nb.info/gnd/116187689
15,Friedrich August Wolf,https://d-nb.info/gnd/117444154
15,Johann Friedrich Kleuker,https://d-nb.info/gnd/119021498
15,"Laya, Aglaé, in zweiter Ehe Comte",https://d-nb.info/gnd/1157468330
15,Friedrich Dominikus Ring,https://d-nb.info/gnd/100020666
15,Carl Gurckhaus,https://d-nb.info/gnd/116930535
15,"Liszt, Franz",https://d-nb.info/gnd/118573527
15,"Glaßbrenner, Adolf",https://d-nb.info/gnd/118539698
15,"Fischer, Christoph",https://d-nb.info/gnd/116535210
15,"Hermstedt, Johann Simon",https://d-nb.info/gnd/116744545
15,"Marbach, Johannes",https://d-nb.info/gnd/100375235
15,"Hennings, Johann Wilhelm Christoph",https://d-nb.info/gnd/116717092
15,"Max, Joseph",https://d-nb.info/gnd/116858516
15,Heinrich Blümner,https://d-nb.info/gnd/116205814
14,die Akademie der Wissenschaften in Wien,https://d-nb.info/gnd/35077-1
14,"Widmann, Johann Wilhelm",https://d-nb.info/gnd/117339288
14,"Medmann, Peter",https://d-nb.info/gnd/1035093863
14,"Vogler, Georg Joseph",https://d-nb.info/gnd/118627546
14,"Schmidt, Johann Philipp Samuel",https://d-nb.info/gnd/103118187
14,"Ludwig, Ernst Karl Friedrich",https://d-nb.info/gnd/10426831X
14,Caroline von Humboldt,https://d-nb.info/gnd/118554719
14,"Krause, Christian Sigismund",https://d-nb.info/gnd/1016755007
14,Karl Thern,https://d-nb.info/gnd/117302791
14,"Nicolai, Bernhard",https://d-nb.info/gnd/116995629
14,Balthasar Elischer,https://d-nb.info/gnd/1073364992
14,Christian Wilhelm von Dohm,https://d-nb.info/gnd/118680145
14,Göschensche Buchhandlung,https://d-nb.info/gnd/5332732-9
14,"Dobrowolsky, Helene",https://d-nb.info/gnd/179674935
14,"Gubitz, Friedrich Wilhelm",https://d-nb.info/gnd/116908327
14,Johann Christian Benjamin Reim,https://d-nb.info/gnd/104217421
14,Abraham Calov,https://d-nb.info/gnd/119177323
14,[Hz. Heinrich von Mecklenburg],https://d-nb.info/gnd/102111871
14,Hieronymus Schurff,https://d-nb.info/gnd/104161884
14,"Garborg, Arne",https://d-nb.info/gnd/11853758X
14,"Grynaeus, Johann Jakob",https://d-nb.info/gnd/119048957
14,"Preißler, Christoph Wilhelm",https://d-nb.info/gnd/1088449948
14,Friedrich Baethgen,https://d-nb.info/gnd/118646338
14,"Schenker, Heinrich",https://d-nb.info/gnd/118607154
14,Max Hirschberg,https://d-nb.info/gnd/11690657X
14,Juliane Auguste Christine (Julie) von Bechtolsheim (gen. von Mauchenheim; geb. von Keller),https://d-nb.info/gnd/116100273
14,"Boguslawski, Palm Heinrich Ludwig von",https://d-nb.info/gnd/118660985
14,"Bode, August Theodor Heinrich",https://d-nb.info/gnd/116215445
14,"Ludwig I Hessen-Darmstadt, Großherzog",https://d-nb.info/gnd/118729446
14,Johann Heinrich Voß d. Ä.,https://d-nb.info/gnd/118627910
14,Hans von Germar,https://d-nb.info/gnd/1057905321
14,"Großmann, Stefan",https://d-nb.info/gnd/118542664
14,Wolfgang von Zweibrücken,https://d-nb.info/gnd/101953399
14,Heinrich von Gersdorf,https://d-nb.info/gnd/136100910
14,Ernst Haeckel,https://d-nb.info/gnd/118544381
14,"Friedrich Wilhelm Karl, Prinz von Preußen",https://d-nb.info/gnd/119259745
14,Jens Baggesen,https://d-nb.info/gnd/118505904
14,"Ziel, Ernst",https://d-nb.info/gnd/116988592
14,"Sanders, Daniel",https://d-nb.info/gnd/119242044
13,Kg.in Maria,https://d-nb.info/gnd/119170531
13,Gottlob Persigk,https://d-nb.info/gnd/1018996605
13,Antoine Granvelle,https://d-nb.info/gnd/118718444
13,Martin Künzli,https://d-nb.info/gnd/102496323
13,"Tann, Eberhard von der",https://d-nb.info/gnd/102439702
13,Jakob Hermann Obereit,https://d-nb.info/gnd/118735780
13,"Völkel, Johann Samuel",https://d-nb.info/gnd/1102184101
13,Eduard Sueß,https://d-nb.info/gnd/118757709
13,Thomas Jefferson,https://d-nb.info/gnd/118711962
13,Christian Brentano,https://d-nb.info/gnd/116507780
13,Eduard Gerhard,https://d-nb.info/gnd/118717030
13,Friedrich Althoff,https://d-nb.info/gnd/118644890
13,Kurfürst Friedrich III. von Brandenburg,https://d-nb.info/gnd/118535730
13,"Reinbeck, Georg",https://d-nb.info/gnd/116415878
13,"Keppner, Franz Joseph (Sohn)",https://d-nb.info/gnd/142700487
13,[Johann Sömmering],https://d-nb.info/gnd/117452351
